Inscription: IE,Inscription: Order,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Inscription: Letter Height Averaged,Inscription: Language,Inscription: Text,Inscription: Scrubbed Text,Inscription: Diplomatic Text,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Inscription: ID,Inscription: Low Date,Inscription: Low Date Uncertainty,Inscription: High Date,Inscription: High Date Uncertainty,Inscription: Notes
464,210,Statue Base D. Iun. Menneas D. Iun. Patronos Berenikides,Base,Dedication,,150.0,50,0.0170,,Greek,1 Δ έκμον Ἰούνιον Μεννέαν τὸν ἔκγονον τοῦ ἐξηγη τοῦ Πάτρωνος ὁ πατὴρ Δ έκμος Ἰούνιος Πάτρων καὶ ἡ μήτηρ Ἀννία Ἀριστόκλεια Ἀννίου Θρα σ ύλλου Χ ολλείδου θυγάτηρ μυηθέντα ἀφ ἑστίας 5 ταῖν Θεαῖν , Δ έκμον Ἰούνιον Μεννέαν ἔκγονον ἐξηγη Πάτρωνος πατὴρ Δ έκμος Ἰούνιος Πάτρων μήτηρ Ἀννία Ἀριστόκλεια Ἀννίου Θρασύλλου Χ ολλείδου θυγάτηρ μυηθέντα ἀφ ἑστίας ταῖν Θεαῖν , Δ Ἰούνιον Μεννέαν τὸν ἔκγονον τοῦ ἐξηγη τοῦ Πάτρωνος ὁ πατὴρ Δ Ἰούνιος Πάτρων καὶ ἡ μήτηρ Ἀννία Ἀριστόκλεια Ἀννίου Θραύλλου Χ ολλείδου θυγάτηρ μυηθέντα ἀφ ἑστίας ταῖν Θεαῖν ,157,144,36,31,0,2,5,2,1,5,0,464,125,False,175,False,
465,211,"Statue Base for Phirmos Gargettios, Hierophant",Base,Dedication,Outer Courtyard,150.0,50,0.0180,,Greek,1 Ἱεροφάντης v Γαργήττιος ὅ ποτε v Φίρμος οὗ vvvvv Φίρμος οὗ v Μουσώνιος ὁ καὶ Βου τάδιος , Ἱεροφάντης Γαργήττιος ὅ ποτε Φίρμος οὗ Φίρμος οὗ Μουσώνιος Βου τάδιος , Ἱεροφάντης Γαργήττιος ὅ ποτε Φίρμος οὗ Φίρμος οὗ Μουσώνιος ὁ καὶ Βου τάδιος ,72,63,19,15,1,1,1,0,1,1,0,465,125,True,175,True,
466,212,"Statue Base for D. Iun. Peiraieus, Hierophant",Column/Herm,Dedication,,150.0,50,0.0210,,Greek,1 ἱεροφάντην Δ έκμον Ἰο ύνιον Πει ραιέα Κορνηλία Φ έως θυ γάτηρ τὸν ἑαυτῆς ἄνδρα , ἱεροφάντην Δ έκμον Ἰο ύνιον Πει ραιέα Κορνηλία Φ έως θυ γάτηρ ἑαυτῆς ἄνδρα , ἱεροφάντην Δ Ἰο ραιέα Κορνηλία Φ έως θυ τὸν ἑαυτῆς ,65,41,17,12,0,1,2,1,1,2,0,466,125,True,175,True,
467,213,"Statue Base for an Unknown Hearth-Initiate, Relative of the Daduch Ti. Kl. Lysiades",Base,Dedication,,150.0,50,,,Greek, Τιβ ερίου Κλ αυδίου Λυσι άδου δᾳδούχου μυηθέντα ἀ φ ἑστίας vacat, Τιβ ερίου Κλ αυδίου Λυσι άδου δᾳδούχου μυηθέντα ἀ φ ἑστίας , άδου δᾳδούχου φ ἑστίας ,53,19,13,6,0,2,1,0,1,1,0,467,125,True,175,True,
468,214,Statue Base for Ael. Praxagoras of Melite,Base,Dedication,,150.0,50,0.0330,,Greek,frg c 1 Αἴλ ιον Πρ α ξαγόραν Μελιτέα τὸ ν π ανηγυριαρχήσαντα καὶ frg ab 4 Σ Α ΝΙ ΟΥ 7 Πραξα 5 γόρου Θορικ ίου θυγατρὸς υἱὸν καὶ Κλ αυδίου Θεμιστοκλέους Μελιτέω ς ἔ γγονον frg d Ι Ο ΝΟ Τ , Αἴλ ιον Πρ α ξαγόραν Μελιτέα ν π ανηγυριαρχήσαντα Σ Α ΝΙ ΟΥ Πραξα γόρου Θορικ ίου θυγατρὸς υἱὸν Κλ αυδίου Θεμιστοκλέους Μελιτέω ς ἔ γγονον Ι Ο ΝΟ Τ , Αἴλ Πρ α ν π Σ Α ΝΙ ΟΥ γόρου Θορικ υἱὸν καὶ Κλ ς ἔ Ι Ο ΝΟ Τ ,143,40,44,22,0,1,3,0,1,3,0,468,125,True,175,True,
469,215,Statue Base for an Unknown Individual,Base,Dedication,,150.0,50,0.0260,,Greek, Π ρα ξαγορ ἀδελ φὸν ⁷ πος , Π ρα ξαγορ ἀδελ φὸν πος , Π ρα φὸν πος ,19,9,9,6,0,0,0,0,0,0,0,469,125,True,175,True,
470,216,"Statue Base for Klementiane, Daughter of Arrian",Base,Dedication,,175.0,50,0.0160,,Greek,1 ἔκγονον ἠδὲ θύγατρα δυοῖν ὑπάτων Ἀρριανῶν οἳ σοφίαι πλοῦτον καὶ γένος ἠγλάϊσαν μύστιν Ἀθηναῖοι Κλημεντιανὴν παρὰ Δηοῖ στῆσαν σωφροσύνης καὶ σοφίας ἕνεκα , ἔκγονον ἠδὲ θύγατρα δυοῖν ὑπάτων Ἀρριανῶν οἳ σοφίαι πλοῦτον γένος ἠγλάϊσαν μύστιν Ἀθηναῖοι Κλημεντιανὴν Δηοῖ στῆσαν σωφροσύνης σοφίας ἕνεκα , ἔκγονον ἠδὲ θύγατρα δυοῖν ὑπάτων Ἀρριανῶν οἳ σοφίαι πλοῦτον καὶ γένος ἠγλάϊσαν μύστιν Ἀθηναῖοι Κλημεντιανὴν παρὰ Δηοῖ στῆσαν σωφροσύνης καὶ σοφίας ἕνεκα ,132,131,24,24,1,2,2,1,1,2,0,470,150,True,200,False,
471,217,Statue Base for an Unknown Emperor,Base,Dedication,,175.0,50,0.0800,,Greek,upper molding 1 ὑπὲρ τῆς νίκης shaft 2 τοῦ Αὐτοκ ρά τορος Ἀνα ν Κρατέρο υ 5 ἀρχιερεὺς Ἀχαιῶν , νίκης Αὐτοκ ρά τορος Ἀνα ν Κρατέρο υ ἀρχιερεὺς Ἀχαιῶν , τοῦ Αὐτοκ τορος Ἀνα ν Κρατέρο ἀρχιερεὺς Ἀχαιῶν ,74,39,20,10,0,2,2,1,1,1,1,471,150,True,200,False,
472,218,Statue Base for an Unknown Member of the Klaudii of Melite,Base,Dedication,,175.0,50,0.0250,,Greek, Κλαυδίου Λε ω νίδ ου δᾳδούχου Μελιτέως κηρυ κ εύ σαντα τῆς ἐξ Ἀρείου πάγου βουλῆ ς , Κλαυδίου Λε ω νίδ ου δᾳδούχου Μελιτέως κηρυ κ εύ σαντα Ἀρείου πάγου βουλῆ ς , ω νίδ κ εύ ς ,66,8,19,7,1,2,2,0,1,2,0,472,150,True,200,True,
473,219,"Statue Base for Sergius Salvidius Orfitus, Dedicated by The Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,Greek,,,,0,0,1,1,3,0,1,3,1,0,1,691,150,False,160,False,
473,220,"Statue Base for Calpurnia Lepida, Daughter of L., Wife of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,Greek,,,,0,0,1,1,3,0,2,3,1,0,2,692,150,False,160,False,
473,221,"Statue Base for Sergius Calpurius Scipio Orfitus, Son of Scipio Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,Greek,,,,0,0,1,1,3,0,2,3,1,0,2,693,150,False,160,False,
473,222,"Statue Base for L. Calpurnius Scipio, son of Orfitus, Dedicated by the Areopagus, Boule, and Demos",Base,Dedication,South Wall,155.0,10,0.0550,True,Greek,,,,0,0,1,1,3,0,2,3,1,0,2,694,150,False,160,False,
474,223,"Statue Base for P. Ael. Teimosthenes Berenikides, Son of Ael. Zenon, Hearth-Initiate",Base,Dedication,South Wall,155.0,10,0.0200,,Greek,1 Πό πλιος Αἴλ ιος Τειμοσθένης Βε ρενικίδης Αἰλ ίου Ζήνωνος τοῦ πυθοχρήστου ἐξη γητοῦ υἱὸς μυηθεὶς 5 ἀφ ἑστίας , Πό πλιος Αἴλ ιος Τειμοσθένης Βε ρενικίδης Αἰλ ίου Ζήνωνος πυθοχρήστου ἐξη γητοῦ υἱὸς μυηθεὶς ἀφ ἑστίας , Πό Αἴλ Τειμοσθένης Βε ρενικίδης Αἰλ Ζήνωνος τοῦ πυθοχρήστου ἐξη γητοῦ υἱὸς μυηθεὶς ἀφ ἑστίας ,91,78,21,17,0,2,2,1,1,2,0,474,150,False,160,False,
475,224,"Statue Base for Elpinike, Daughter of Herodes Attikos, Hearth-Initiate",Base,Dedication,,155.0,10,0.0245,True,Greek,1 Ἀππί αν Ἀννίαν Ἀτειλίαν Ῥή γιλλ αν Ἀγριππεῖναν Ἐλπ ινείκην Ἀτρίαν Πῶ λλαν Ἡρώδου καὶ Ῥη 5 γ ίλλης θυγατέρα , Ἀππί αν Ἀννίαν Ἀτειλίαν Ῥή γιλλ αν Ἀγριππεῖναν Ἐλπ ινείκην Ἀτρίαν Πῶ λλαν Ἡρώδου Ῥη γ ίλλης θυγατέρα , Ἀππί γιλλ Ἐλπ Πῶ γ ,88,14,22,7,0,0,3,0,1,2,1,475,150,False,160,False,
476,225,"Statue Base for Regilla, Wife of Herodes Attikos",Base,Dedication,Before the Telestrion,160.0,10,0.0280,,Greek,1 Ἀππίαν Ἀννίαν Ῥή γιλλαν Ἀτιλίαν Καυ κιδίαν Τερτύλλαν Ἀππίου ὑπάτου πον 5 τίφικος θυγατέρα Ἡ ρώιδου Μαραθωνίου ὑπάτου γυναῖκα τοῦ ἐξηγητοῦ ὁ ἀνὴρ ἀνέθηκεν , Ἀππίαν Ἀννίαν Ῥή γιλλαν Ἀτιλίαν Καυ κιδίαν Τερτύλλαν Ἀππίου ὑπάτου πον τίφικος θυγατέρα Ἡ ρώιδου Μαραθωνίου ὑπάτου γυναῖκα ἐξηγητοῦ ἀνὴρ ἀνέθηκεν , Ἀππίαν Ἀννίαν Ῥή γιλλαν Ἀτιλίαν Καυ κιδίαν Τερτύλλαν Ἀππίου ὑπάτου πον τίφικος θυγατέρα Ἡ ρώιδου Μαραθωνίου ὑπάτου γυναῖκα τοῦ ἐξηγητοῦ ὁ ἀνὴρ ἀνέθηκεν ,131,129,26,25,0,3,3,1,1,1,2,476,155,False,165,False,
477,226,"Statue Base for Ti. Kl. Appios Ateilios Bradoua, Son of Kl. Herodes, Hearth-Initiate",Base,Dedication,,162.5,5,0.0120,,Greek,vacat 0 017 m Τι βέριον Κλ αύδιον Ἀτείλιον Ἀττικὸν Βραδούαν Κλ αυδίου Ἡρώδου τοῦ ἀρ χιερέως καὶ Ῥηγίλλης Ἀππίου ὑπάτου θυ γατρὸς υἱόν υἱὸν 5 τῆς Ἑλλ άδος μυηθέντα ἀφ ἑ στίας τῆς ⁷ λη , Τι βέριον Κλ αύδιον Ἀτείλιον Ἀττικὸν Βραδούαν Κλ αυδίου Ἡρώδου ἀρ χιερέως Ῥηγίλλης Ἀππίου ὑπάτου θυ γατρὸς υἱόν υἱὸν Ἑλλ άδος μυηθέντα ἀφ ἑ στίας λη , Τι Κλ Βραδούαν Κλ χιερέως καὶ ὑπάτου θυ τῆς Ἑλλ στίας τῆς λη ,147,48,37,15,0,4,4,0,1,2,2,477,160,True,165,False,
478,227,Statue Base for Ael. Praxagoras Themistokleous Meliteus,Base,Dedication,South Wall,165.0,10,0.0320,,Greek, Αἴλιον Πραξαγόραν Μελιτέα Θεμιστοκλέους Μελιτέως υἱὸν Θεμ ιστο κλέ ους Μελιτέως ἔγγο νον Λεων ίδου τοῦ δᾳδού 5 χου Μελιτέως ἀ πόγονον ἄρξαντα τὴ ν ἐπώνυμον ἀρχὴ ν κ α ὶ παν ηγυριαρχήσα ντα κ αὶ ἀγω νοθ ετήσαντα τῶ ν μεγά λ ων Ἀσκλη πιείων vacat vacat, Αἴλιον Πραξαγόραν Μελιτέα Θεμιστοκλέους Μελιτέως υἱὸν Θεμ ιστο κλέ ους Μελιτέως ἔγγο νον Λεων ίδου δᾳδού χου Μελιτέως ἀ πόγονον ἄρξαντα τὴ ν ἐπώνυμον ἀρχὴ ν κ α ὶ παν ηγυριαρχήσα ντα κ αὶ ἀγω νοθ ετήσαντα τῶ ν μεγά λ ων Ἀσκλη πιείων , Θεμκλέ ἔγγο νον Λεων χου Μελιτέως ἀ τὴ ἐπώνυμον ν κ ὶ ηγυριαρχήσααὶ ἀγω ετήσαντα τῶλ ων πιείων ,203,77,49,20,0,4,4,0,1,4,0,478,160,False,170,True,
479,228,Statue Base for Aelius Praxagoras Themistokles Meliteus,Base,Dedication,South Wall,165.0,10,0.0280,,Greek, Αἴλ ιον Πραξαγόραν Μελιτέα υἱὸν Κλ αυδίου Θεμιστοκλέ ους Μελιτέως ἔγγονον Κλ αυδίου Θε μιστοκλέους Μελιτέως 5 ἀπόγονον Λεωνίδου δᾳδού χου Μελιτέ ως ἄρξαντα τὴν ἐπώνυμο ν ἀρχὴν κ α ὶ πα ν η γ υριαρχή σαντα καὶ ἀγω νοθ ετήσαντα Πανα θη 10 να ίων καὶ Ἀσκληπιείων ΤΙ ⁷ , Αἴλ ιον Πραξαγόραν Μελιτέα υἱὸν Κλ αυδίου Θεμιστοκλέ ους Μελιτέως ἔγγονον Κλ αυδίου Θε μιστοκλέους Μελιτέως ἀπόγονον Λεωνίδου δᾳδού χου Μελιτέ ως ἄρξαντα ἐπώνυμο ν ἀρχὴν κ α ὶ πα ν η γ υριαρχή σαντα ἀγω νοθ ετήσαντα Πανα θη να ίων Ἀσκληπιείων ΤΙ , ους Κλ Θε Μελιτέως Λεωνίδου δᾳδού ως ἄρξαντα τὴν ν ἀρχὴν κὶ πα η γ σαντα καὶ ἀγω νοθθη να ΤΙ ,215,72,52,23,0,4,4,0,1,4,0,479,160,False,170,True,
480,229,"Statue Base for an Unknown Son of P. Ael. Praxagoras Meliteus, Hearth-Initiate",Base,Dedication,South Wall,165.0,10,0.0460,,Greek, ⁷ΙΙ 6 ν Μελιτ έα Π οπλ ίου Αἰλ ίου Πραξαγόρου 5 Μελιτέως υἱὸν μυηθέντα ἀφ ἑστίας , ΙΙ ν Μελιτ έα Π οπλ ίου Αἰλ ίου Πραξαγόρου Μελιτέως υἱὸν μυηθέντα ἀφ ἑστίας , ΙΙ ν Μελιτ οπλ ίου Αἰλ ,64,17,19,8,0,1,2,0,1,2,0,480,160,False,170,True,
481,230,"Statue Base for Fl. Xenion Marathonsios, Hearth-Initiate, and Others",Base,Dedication,,165.0,10,,,Greek, τὸ ν ἀφ ἑστ ία ς μύστην Φλά ουιον Ξενίωνα Μαραθώνιον τὸν κράτιστο ν τὸν υἱὸν 5 Φλα ουίου Ζ η νοφίλο υ , ν ἀφ ἑστ ίας μύστην Φλά ουιον Ξενίωνα Μαραθώνιον κράτιστο ν υἱὸν Φλα ουίου Ζ η νοφίλο υ , ν ἀφ ἑστ Φλά Ξενίωνα Μαραθώνιον τὸν κράτιστο Ζ η νοφίλο ,79,45,25,13,0,2,2,1,1,2,0,481,160,False,170,True,
482,231,Altar(?) for the Health of M. Aurelius and L. Verus,Base,Dedication,,165.0,8,0.0150,,Greek,1 ὑπὲρ ὑγε ίας καὶ νείκης κα ὶ διαμονῆς τῶν Αὐτοκρα τόρων Μ άρκου Αὐρ ηλίου Ἀντ ωνείνου 5 καὶ Λουκίου Β ήρου Σεβα στῶν ὁ ἱερε ὺς Τριπτολέ μου καὶ ἵππα ρχος Αἴλιος Χ σ σιος Π ΙΓ θος , ὑγε ίας νείκης κα ὶ διαμονῆς Αὐτοκρα τόρων Μ άρκου Αὐρ ηλίου Ἀντ ωνείνου Λουκίου Β ήρου Σεβα στῶν ἱερε ὺς Τριπτολέ μου ἵππα ρχος Αἴλιος Χ σ σιος Π ΙΓ θος , ὑπὲρ ὑγε καὶ νείκης κα τῶν Αὐτοκρα Μ Αὐρ ηλίου Ἀντ καὶ Λουκίου Β στῶν ὁ ἱερε μου καὶ ἵππα Αἴλιος Χ σ σιος ΠΙΓθος ,141,88,41,27,0,2,3,1,2,0,2,482,161,False,169,False,
483,232,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,,Greek,1 Ἀγ α θῇ Τύχῃ ἡ ἐξ Ἀρείου πάγου β ουλὴ καὶ ἡ βουλὴ τῶ ν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Τ ίτον Φλ άουιον Ἱεροφάντην Παι ανιέα Τίτ ο υ Φλ αουίου Ἀλκιβιά δου Παιανι έ ω ς υἱὸν ἄρξαντ ο ς τὴν 5 ἐπώνυμον ἀ ρ χ ήν π α νηγ υ ριαρχήσαν τος κηρυκ εύσαν τος τῆς ἐξ Ἀρείου πάγ ου βουλ ῆς στρατηγήσαντος ἐ πὶ τὰ ὅπλα κ α ὶ γ υμν ασι αρ χ ήσα ν τος ἐκ τῶν ἰδίων ἀγωνοθε τήσαν τος Π αν α θηναίων οἴκοθεν Τίτου Φλ αουίου Λεωσθένου ς Παια νιέω ς ἔ κγονον ἄρξαντος τὴν ἐπώνυμον ἀρχήν παν η 10 γυρι αρ χήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγ ήσαντος ἐπὶ τὰ ὅπλα Γ καὶ γυμνασιαρ χή σα ντος ἀγωνοθετήσαντος Παναθηναίων ἀποδει χ θέν τος ὑπὸ θεοῦ Ἁδριανοῦ Τίτου Φλ αουίου Ἀλκιβιάδου Παιανιέ ως ἀδελφόν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυρι 15 αρ χήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς ἄρξ αντα πανηγυριαρχήσαντα γυμνασιαρχήσαντα οἴκοθεν ὁ λ κείοις πρεσβεύσαντα δὶς εἰς Ῥώμην ἐπὶ θεοῦ Ἀντωνεί ν ου υἱὸν Φλ αουίας Εἰσιδώρας τῆς Φλ αουίου Ἡρακλείτου καὶ Δομιτίας Λαοδαμείας θυγατρός Κρατεροῦ ἔγγονον ὃς τὴν πίστιν 20 τῇ πόλ ει ἐς τὰ νῦν δι ὧν κατέλιπεν φυλάσσει ἱεροφαντοῦν τα ἐπὶ γένους λαμπρότητι καὶ φιλοτιμίαις ἁπάσαις εὐχαριστή σαντα τῇ πόλε ι τ ὸ στρόφιον παρὰ τῷ Αὐτοκράτορι θεῷ Ἀν τωνείνῳ λαβόντα καὶ τὸν Αὐτοκράτορα μυήσαντος Λ ο ύκιον Αὐρήλιον Οὐῆρον δὶς ἐπὶ τῷ ἔτει ἀγαγόντα 25 μυστήρια καὶ τοῦτο κατὰ τὸ θεμιτόν καὶ προσειδρύσαν τα Εὐμολπίδην συναγαγόντα ἐπεὶ καὶ ἐπιλέγοντα εἴχομεν ἀρετῆς μεγέ θει καὶ τῆς πρὸς τοὺς θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν , Ἀγ α θῇ Τύχῃ Ἀρείου πάγου β ουλὴ βουλὴ τῶ ν Φ δῆμος Ἀθηναίων Τ ίτον Φλ άουιον Ἱεροφάντην Παι ανιέα Τίτ ο υ Φλ αουίου Ἀλκιβιά δου Παιανι έ ω ς υἱὸν ἄρξαντ ο ς ἐπώνυμον ἀ ρ χ ήν π α νηγ υ ριαρχήσαν τος κηρυκ εύσαν τος Ἀρείου πάγ ου βουλ ῆς στρατηγήσαντος ἐ πὶ ὅπλα κ α ὶ γ υμν ασι αρ χ ήσα ν τος ἰδίων ἀγωνοθε τήσαν τος Π αν α θηναίων οἴκοθεν Τίτου Φλ αουίου Λεωσθένου ς Παια νιέω ς ἔ κγονον ἄρξαντος ἐπώνυμον ἀρχήν παν η γυρι αρ χήσαντος κηρυκεύσαντος Ἀρείου πάγου βουλῆς στρατηγ ήσαντος ὅπλα Γ γυμνασιαρ χή σα ντος ἀγωνοθετήσαντος Παναθηναίων ἀποδει χ θέν τος θεοῦ Ἁδριανοῦ Τίτου Φλ αουίου Ἀλκιβιάδου Παιανιέ ως ἀδελφόν ἄρξαντος ἐπώνυμον ἀρχήν πανηγυρι αρ χήσαντος κηρυκεύσαντος Ἀρείου πάγου βουλῆς ἄρξ αντα πανηγυριαρχήσαντα γυμνασιαρχήσαντα οἴκοθεν λ κείοις πρεσβεύσαντα δὶς Ῥώμην θεοῦ Ἀντωνεί ν ου υἱὸν Φλ αουίας Εἰσιδώρας Φλ αουίου Ἡρακλείτου Δομιτίας Λαοδαμείας θυγατρός Κρατεροῦ ἔγγονον πίστιν πόλ ει ἐς νῦν δι ὧν κατέλιπεν φυλάσσει ἱεροφαντοῦν τα γένους λαμπρότητι φιλοτιμίαις ἁπάσαις εὐχαριστή σαντα πόλε ι τ ὸ στρόφιον Αὐτοκράτορι θεῷ Ἀν τωνείνῳ λαβόντα Αὐτοκράτορα μυήσαντος Λ ο ύκιον Αὐρήλιον Οὐῆρον δὶς ἔτει ἀγαγόντα μυστήρια τοῦτο θεμιτόν προσειδρύσαν τα Εὐμολπίδην συναγαγόντα ἐπεὶ ἐπιλέγοντα εἴχομεν ἀρετῆς μεγέ θει θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν , Ἀγ α ἡ ἐξ Ἀρείου πάγου β ν Φ καὶ ὁ δῆμος ὁ Ἀθηναίων Τ ανιέα ο υ Φλ Ἀλκιβιάέ ωο ς τὴν ρ χ π α υ ριαρχήσανεύσαν ου ῆς στρατηγήσαντος ἐ α ὶ γ ασι αρ χ ν τος ἐκ τῶν ἰδίων ἀγωνοθε τος Πα θηναίων οἴκοθεν Τίτου Φλ Λεωσθένου νιέωκγονον ἄρξαντος τὴν ἐπώνυμον ἀρχήν παν γυριχήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς στρατηγ ήσαντος ἐπὶ τὰ ὅπλα Γ καὶ γυμνασιαρ χήντος ἀγωνοθετήσαντος Παναθηναίων ἀποδει χτος ὑπὸ θεοῦ Ἁδριανοῦ Τίτου Φλ Ἀλκιβιάδου Παιανιέ ἀδελφόν ἄρξαντος τὴν ἐπώνυμον ἀρχήν πανηγυρι χήσαντος κηρυκεύσαντος τῆς ἐξ Ἀρείου πάγου βουλῆς αντα πανηγυριαρχήσαντα γυμνασιαρχήσαντα οἴκοθεν λ κείοις πρεσβεύσαντα δὶς εἰς Ῥώμην ἐπὶ θεοῦ Ἀντωνεί ου υἱὸν Φλ Εἰσιδώρας τῆς Φλ Ἡρακλείτου καὶ Δομιτίας Λαοδαμείας θυγατρός Κρατεροῦ ἔγγονον ὃς τὴν πίστιν τῇ πόλ ει ἐς τὰ νῦν δι ὧν κατέλιπεν φυλάσσει ἱεροφαντοῦν τα ἐπὶ γένους λαμπρότητι καὶ φιλοτιμίαις ἁπάσαις εὐχαριστή σαντα τῇ πόλε τ ὸ στρόφιον παρὰ τῷ Αὐτοκράτορι θεῷ Ἀν τωνείνῳ λαβόντα καὶ τὸν Αὐτοκράτορα μυήσαντος ο ύκιον Αὐρήλιον Οὐῆρον δὶς ἐπὶ τῷ ἔτει ἀγαγόντα μυστήρια καὶ τοῦτο κατὰ τὸ θεμιτόν καὶ προσειδρύσαν τα Εὐμολπίδην συναγαγόντα ἐπεὶ καὶ ἐπιλέγοντα εἴχομεν ἀρετῆς μεγέ θει καὶ τῆς πρὸς τοὺς θεοὺς εὐσεβείας κἂν τούτῳ χάριν ἀνέθηκεν ,1196,996,273,202,4,12,9,3,1,8,1,483,162,False,172,False,
484,233,"Dedicatory Verse in Honor of Herodes Attikos, Not from the Sanctuary",Base,Verse,,162.0,0,0.0200,,Greek,1 ο δω καὶ τῇδε Ι λέσχῃ τερπέσθην κα ὶ ἔνθ ἀνέμων σκέπας ἦ ν πῆξαν τ ἀσπασίως 5 ἀλλ ὁ μὲν ἐν πάτρῃ τῷ δ ἔρ γ ων πρηκτὴρ ⁷ ἀμφὶ δέ μιν π όλεμ ος εἰρωτῶν ὃς ἔτλη Γ Ἡρώδης Β ῆ ρ ον κρ 10 πολλῶν καὶ μεγά λων , ο δω τῇδε Ι λέσχῃ τερπέσθην κα ὶ ἔνθ ἀνέμων σκέπας ἦ ν πῆξαν τ ἀσπασίως ἀλλ πάτρῃ δ ἔρ γ ων πρηκτὴρ ἀμφὶ δέ μιν π όλεμ ος εἰρωτῶν ἔτλη Γ Ἡρώδης Β ῆ ρ ον κρ πολλῶν μεγά λων , ο δω καὶ τῇδε Ι λέσχῃ τερπέσθην κα ἔνθ ἀνέμων σκέπας ἦ πῆξαν τ ἀσπασίως ἀλλ ὁ μὲν ἐν πάτρῃ τῷ δ ἔρ γ ων πρηκτὴρ ἀμφὶ δέ μιν π όλεμ εἰρωτῶν ὃς ἔτλη Γ Ἡρώδης Β ῆ ρ ον κρ πολλῶν καὶ μεγά,152,140,53,45,0,0,2,0,1,1,1,484,162,True,162,True,
485,234,"Statue Base for M. Aur. Miltiades, Son of Agathokles of Marathon, Hearth-Initiate",Base,Dedication,,165.0,10,,,Greek,1 τὸν ἀφ ἑ στ ί ας μύστην Μ ᾶρκον Αὐρ ήλιον Μιλτιάδ ην Μαραθ ώ νιο ν ὁ πα 5 τὴρ Ἀγαθοκλ ῆς τὸν υἱόν , ἀφ ἑ στίας μύστην Μ ᾶρκον Αὐρ ήλιον Μιλτιάδ ην Μαραθώνιον πα τὴρ Ἀγαθοκλ ῆς υἱόν , στας μύστην Μ Αὐρ Μιλτιάδ Μαραθνιο τὴρ Ἀγαθοκλ τὸν ,74,42,27,11,0,1,2,1,1,2,0,485,160,False,170,False,
486,235,"Statue Base for the Savior Gods/Godesses of Brotherly Emperors, Dedicated by the Polis during the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,,Greek,,,,0,0,1,1,3,2,3,3,2,1,2,695,166,False,176,False,
486,236,"Statue Base for the Savior Gods/Godesses of the Brotherly Emperors, Dedicated By the Polis During the Epimelitea of Herodes",Base,Dedication,,171.0,10,0.0920,,Greek,,,,0,0,1,1,3,0,1,3,1,0,1,696,166,False,176,False,
