Institution: Title,Institution: Origin,Institution: Type,Office: Title,Office: Origin,Office: Type,Officer: Description,Officer: Origin,Officer: Gender,Officer: Name(s),Officer: Deme,Officer: Athenian Citizen,Officer: Roman Citizen,Officer: Family,Officer: Extended Family,Inscription: IE,Inscription: Title,Inscription: Object Type,Inscription: Type,Inscription: Suspected Ancient Location,Inscription: Date (Avg.),Inscription: Date Span,Inscription: Letter Height (m),Institution: Total Appearances,Institution: Total Offices,Institution: Total Office Appearances,Institution: Total Officers,Institution: Total Officer Appearances,Institution: Total People Co-Appearances,Institution: Total Institutional Co-Appearances,Institution: Total Honors Co-Appearances,Institution: Total People Co-Appearances with Officers,Institution: Total Institutional Co-Appearances with Officers,Office: Total Appearances,Office: Total People Honored,Office: Total Times People Honored,Office: Total Athenians Honored,Office: Total Athenians with Roman Citizenship Honored,Office: Total Romans Honored,Office: Total Times Athenians Honored,Office: Total Times Athenians with Roman Citizenship Honored,Office: Total Times Romans Honored,Office: Total Times Sponsored Honored,Office: Total Times Honorand Honored,Officer: Total Appearances,Officer: Total Sponsors,Officer: Total Officers,Officer: Total Institutional Affililiations,Officer: Total Honors,Officer: Total Athenian Honors,Officer: Total Roman Honors,Officer: Total Eleusinian Honors,Officer: RCA,Officer: PA,Officer: PAA,Officer: LGPN,Officer: Uncertain,Inscription: Character Count,Inscription: Diplomatic Character Count,Inscription: Word Count,Inscription: Diplomatic Word Count,Inscription: Total Institutions,Inscription: Total Honors,Inscription: Total People,Inscription: Total Sponsors,Inscription: Total Honorands,Inscription: Total Athenians,Inscription: Total Romans,Institution: ID,Office: ID,Officer: ID,Inscription: ID,Institution: Notes,Office: Notes,Officer: Notes,Inscription: Notes
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,T. Fl. Leosthenes,Athens,Male,Titus Flavius Leosthenes,Paiania,True,True,,Alcibiad,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,4,7,7,0,0,129,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,3006,2304,483,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,T. Fl. Alkibiades (I),Athens,Male,Titus Flavius Alkibiades,Paiania,True,True,,Alcibiad,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,2,5,4,1,0,127,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,3006,2305,483,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,2,3,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1000,3006,2339,503,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,2,3,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,3006,2339,493,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Io. Hierophantes,Athens,Male,Iulius,,True,True,,TBD,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,1,2,2,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1000,3006,2348,514,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Ail. Alexandros,Athens,Male,Aelius Alexandros,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,1,1,1,0,0,3,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3006,2396,523,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Ail. Ardys,Athens,Male,Aelius Ardys,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,5,6,3,1,0,7,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3006,2397,523,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Ail. Kallikrates,Athens,Male,Aelius Kallikrates,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,4,4,4,0,0,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3006,2398,523,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Ail. Alexandros II,Athens,Male,Aelius Alexandros,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,1,1,1,0,0,11,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3006,2399,523,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Ail Gelo II,Athens,Male,Aelius Gelos,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,1,1,1,0,0,12,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3006,2400,523,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,P. Pom. Hegios,Athens,Male,Publius Pompeius Hegios,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,3,5,4,0,0,6,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3006,2401,523,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,P. Pom. Hegios II,Athens,Male,Publius Pompeius Hegios,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,1,1,1,0,0,7,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3006,2402,523,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Aristaios,Athens,Male,Aristaios,,True,False,,,532,Dedicatory Base for the Aparkhe,Base,Dedication,Outer Courtyard,150.5,99,0.0360,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,1,1,1,0,0,,,,,False,64,35,15,9,1,1,1,1,0,1,0,1000,3006,2421,532,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,P. Ail Apollonios,Athens,Male,Publius Aelius Apollonios,,True,True,,TBD,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,5,5,5,0,0,,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,3006,2453,621,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,Arabianus,Athens,Male,Arabianus,,False,True,,,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,220.0,10,0.0180,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,1,1,1,0,0,,,,,False,1749,1355,465,326,5,6,3,3,0,3,0,1000,3006,2489,638,,,,
Areopagus,Athens,Public,Eponymous Archon,Athens,Magistracy,P. Ail. Herennius Dexippos,Athens,Male,Publius Aelius Herennius Dexippos,,True,True,,,656,"Statue Base for P. Ael. Herennius Dexippos of Hermos, Priest of the Panages",Base,Dedication,North of the Telesterion,270.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,22,25,26,25,20,0,26,21,0,19,18,1,0,,2,3,2,1,0,,,,,False,126,61,42,24,0,2,1,0,1,1,0,1000,3006,2522,656,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,297,Statue Base for Augustus Caesar as Zeus Boulaios,Base,Dedication,,-22.0,10,0.0400,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,4,3,1,0,,,,,False,111,36,35,18,0,3,2,1,1,1,1,1000,3023,2050,297,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,295,"Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General",Base,Dedication,South Wall,-32.5,5,0.0345,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,4,3,1,0,,,,,False,198,149,50,36,3,1,1,3,1,1,0,1000,3023,2050,295,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Ti. Kl. Nouios Philinou,Athens,Male,Tiberius Claudius Nouios Philinou,,True,True,,,361,Statue Base for Tiberius Klaudios Nouios of Oion,Building or Monument,Dedication,,60.0,10,,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,2,0,,,,,False,93,86,27,23,0,1,1,0,1,1,0,1000,3023,2154,361,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Ti. Kl. Nouios Philinou,Athens,Male,Tiberius Claudius Nouios Philinou,,True,True,,,356,Statue Base for Tiberius Klaudios Nouios Philinou of Oion,Base,Dedication,,55.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,2,0,,,,,False,105,29,30,13,0,3,1,0,1,1,0,1000,3023,2154,356,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Kl. Asklepiodoros,Athens,Male,Claudius Asklepiodoros,,True,True,,,358,Statue Base for Klaudios Asklepiodoros Gargettios,Base,Dedication,,55.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,1,,3,3,3,0,0,,,,,False,276,147,71,35,0,4,4,1,1,4,0,1000,3023,2159,358,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,6,5,0,1,,,,,False,42,14,14,7,1,1,3,0,1,3,0,1000,3023,2250,456,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,6,5,0,1,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1000,3023,2250,455,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Philipe Kl. Demostratou,Athens,Female,Claudia Philipe Demostratou,Pallene,True,True,Demostratid,Claudii of Melite,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,6,8,7,0,1,95,,,,False,675,471,153,90,2,23,4,0,1,4,0,1000,3023,2270,463,,,"Wife of Ti. Kl. Nikoteles (93), mother of Kl. Demostratos (94)",
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,T. Fl. Alkibiades (II),Athens,Male,Titus Flavius Alkibiades,Paiania,True,True,,Alcibiad,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,5,5,0,0,131,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,3023,2303,483,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,T. Fl. Leosthenes,Athens,Male,Titus Flavius Leosthenes,Paiania,True,True,,Alcibiad,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,7,7,0,0,129,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1000,3023,2304,483,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Apollodotos Meliteus,Athens,Male,Iulius Apollodotos,Melite,True,True,Theodotid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,3,,4,3,2,0,1,48,,,,False,255,244,51,47,4,6,5,3,1,5,0,1000,3023,2326,492,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Theodotos,Athens,Male,Iulius Theodotus,Melite,True,True,Theodotid,Claudii of Melite,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,0,0,50,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,3023,2327,493,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Theodotos,Athens,Male,Iulius Theodotus,Melite,True,True,Theodotid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,0,0,50,,,,False,255,244,51,47,4,6,5,3,1,5,0,1000,3023,2327,492,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,503,"Statue Base for L. Memmios, Altar-Priest, of Thorikos",Other/Fragment,Dedication,Before the Telestrion,178.5,3,0.0250,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,3,,7,9,6,1,2,,,,,False,512,438,101,84,4,6,5,3,1,1,4,1000,3023,2339,503,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,L. Memmius Altar-Priest,Athens,Male,Lucius Memmius,,True,True,,TBD,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,2,3,,7,9,6,1,2,,,,,False,371,176,113,56,1,5,5,3,1,5,0,1000,3023,2339,493,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Aiolion Phlyeos,Athens,Male,Aiolion,Phyle,True,True,,,514,Catalog of the Prytaneis of the Tribe of Antiokhis,Stele,Other/Uncertain,South Wall,191.0,10,0.0110,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,2,1,1,0,0,,,,,False,951,605,217,115,2,7,40,1,0,39,1,1000,3023,2349,514,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Ail. Ardys,Athens,Male,Aelius Ardys,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,5,6,3,1,0,7,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3023,2397,523,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Ail. Kallikrates,Athens,Male,Aelius Kallikrates,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,4,4,0,0,8,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3023,2398,523,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,P. Pom. Hegios,Athens,Male,Publius Pompeius Hegios,,True,True,,Aelii of Phaleron,523,"Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore",Other/Fragment,Dedication,Before the Telestrion,187.5,25,0.0160,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,3,5,4,0,0,6,,,,False,880,812,170,146,2,10,11,1,1,11,0,1000,3023,2401,523,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,P. Ail Apollonios,Athens,Male,Publius Aelius Apollonios,,True,True,,TBD,621,"P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate",Base,Dedication,,200.0,50,0.0160,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,5,5,5,0,0,,,,,False,377,335,81,66,2,8,6,2,1,6,0,1000,3023,2453,621,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Mousonios,Athens,Male,Iulius Mousonios,,True,True,,,633,"Statue Base for Rouphenia, Mother of Iul. the Hierokeryx",Base,Dedication,,217.5,15,0.0235,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,0,,3,5,2,0,0,,,,,False,191,152,51,35,1,6,3,1,1,2,1,1000,3023,2479,633,,,,
Areopagus,Athens,Public,Hoplite General,Athens,Magistracy,Casianus Hierokeryx,Athens,Male,Casianus Casianus Hierokeryx,,True,True,,,645,"Statue Base for Kassianos, Hierokeryx",Base,Dedication,Before the Telestrion,236.0,10,0.0350,84,7,68,43,56,151,203,164,274,104,17,18,18,18,17,0,18,17,0,24,14,1,3,,4,5,3,1,1,,,,,False,119,115,21,19,3,6,1,3,1,1,0,1000,3023,2503,645,,,,
Boule,Athens,Public,Herald of the Boule and Demos,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,297,Statue Base for Augustus Caesar as Zeus Boulaios,Base,Dedication,,-22.0,10,0.0400,66,1,1,2,2,169,181,167,1,3,1,2,2,2,1,0,2,1,0,0,0,2,3,,5,4,3,1,0,,,,,False,111,36,35,18,0,3,2,1,1,1,1,1001,3057,2050,297,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Boule,Athens,Public,Herald of the Boule and Demos,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,295,"Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General",Base,Dedication,South Wall,-32.5,5,0.0345,66,1,1,2,2,169,181,167,1,3,1,2,2,2,1,0,2,1,0,0,0,2,3,,5,4,3,1,0,,,,,False,198,149,50,36,3,1,1,3,1,1,0,1001,3057,2050,295,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Demos,Athens,Public,Proedros,Athens,Magistracy,Menophilos Satyrou,Athens,Male,Menophilos Satyrou,,True,False,,,300,Honorary Decree for Themistokles Theophrastou Hagnousios,Base,Decree,,-25.0,10,0.0095,88,5,21,20,24,190,204,144,157,50,1,1,1,1,0,0,1,0,0,2,1,1,0,,1,1,1,0,0,,,,,False,3533,3223,781,638,3,18,47,2,1,47,0,1002,3029,2060,300,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,297,Statue Base for Augustus Caesar as Zeus Boulaios,Base,Dedication,,-22.0,10,0.0400,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,4,3,1,0,,,,,False,111,36,35,18,0,3,2,1,1,1,1,1002,3023,2050,297,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Kallikratides Syndromou,Athens,Male,Kallikratides Syndromou,,True,False,Oinophilids,,295,"Statue Base for Kallikratides Syndromou Trikorysios, Hoplite General",Base,Dedication,South Wall,-32.5,5,0.0345,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,4,3,1,0,,,,,False,198,149,50,36,3,1,1,3,1,1,0,1002,3023,2050,295,,,"Adopted Oinophilos of Trikorynthos, eventually leading to Tiberius Claudius Oinophilos (Hierophant)",
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Ti. Kl. Nouios Philinou,Athens,Male,Tiberius Claudius Nouios Philinou,,True,True,,,361,Statue Base for Tiberius Klaudios Nouios of Oion,Building or Monument,Dedication,,60.0,10,,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,2,0,,,,,False,93,86,27,23,0,1,1,0,1,1,0,1002,3023,2154,361,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Ti. Kl. Nouios Philinou,Athens,Male,Tiberius Claudius Nouios Philinou,,True,True,,,356,Statue Base for Tiberius Klaudios Nouios Philinou of Oion,Base,Dedication,,55.0,10,0.0250,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,2,0,,,,,False,105,29,30,13,0,3,1,0,1,1,0,1002,3023,2154,356,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Kl. Asklepiodoros,Athens,Male,Claudius Asklepiodoros,,True,True,,,358,Statue Base for Klaudios Asklepiodoros Gargettios,Base,Dedication,,55.0,10,0.0250,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,1,,3,3,3,0,0,,,,,False,276,147,71,35,0,4,4,1,1,4,0,1002,3023,2159,358,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,456,"Statue Base for Relative of L. Vipsanios Aiolion, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0315,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,6,5,0,1,,,,,False,42,14,14,7,1,1,3,0,1,3,0,1002,3023,2250,456,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,L. Vipsanius Aiolion,Athens,Male,Lucius Vipsanius Aiolion,,True,True,,TBD,455,"Statue Base for L. Vipsanios Aiolion Phlyeus, Exegete of the Eumolpidai",Base,Dedication,,145.0,10,0.0260,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,3,,5,6,5,0,1,,,,,False,378,101,124,31,4,6,3,3,3,3,0,1002,3023,2250,455,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Philipe Kl. Demostratou,Athens,Female,Claudia Philipe Demostratou,Pallene,True,True,Demostratid,Claudii of Melite,463,Statue Base for Menandra of Ephesos,Base,Dedication,,150.0,50,0.0170,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,6,8,7,0,1,95,,,,False,675,471,153,90,2,23,4,0,1,4,0,1002,3023,2270,463,,,"Wife of Ti. Kl. Nikoteles (93), mother of Kl. Demostratos (94)",
Demos,Athens,Public,Hoplite General,Athens,Magistracy,T. Fl. Alkibiades (II),Athens,Male,Titus Flavius Alkibiades,Paiania,True,True,,Alcibiad,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,5,5,0,0,131,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,3023,2303,483,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,T. Fl. Leosthenes,Athens,Male,Titus Flavius Leosthenes,Paiania,True,True,,Alcibiad,483,"Statue Base T. Fl. Hierophantes Paianieus, Son of T. Fl. Alkibiades",Base,Dedication,Before the Telestrion,167.0,10,0.0130,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,0,,4,7,7,0,0,129,,,,False,1196,996,273,202,4,12,9,3,1,8,1,1002,3023,2304,483,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Apollodotos Meliteus,Athens,Male,Iulius Apollodotos,Melite,True,True,Theodotid,Claudii of Melite,492,"Statue Base for Iul. Theodotos Meliteus, Son of Sophist Iul. Theodotos, Archon of the Kerykex",Altar,Dedication,Before the Telestrion,170.0,10,0.0290,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,1,3,,4,3,2,0,1,48,,,,False,255,244,51,47,4,6,5,3,1,5,0,1002,3023,2326,492,,,,
Demos,Athens,Public,Hoplite General,Athens,Magistracy,Iul. Theodotos,Athens,Male,Iulius Theodotus,Melite,True,True,Theodotid,Claudii of Melite,493,"Statue Base for Ael. Kephisodora, Daughter of Daduch Kl. Lysiades",Building or Monument,Dedication,,170.0,10,0.0250,88,5,21,20,24,190,204,144,157,50,17,18,18,18,17,0,18,17,0,24,14,2,0,,3,4,2,0,0,50,,,,False,371,176,113,56,1,5,5,3,1,5,0,1002,3023,2327,493,,,,
