"IE","Sponsor","Honorand","Inscription","Object Type","Inscription Type","Location","Date","Date Span","Word Count","Character Count","Text","References","Sponsor Class","Sponsor Origin","Sponsor Status","Sponsor Type","Sponsor Gender","Sponsor Family","Sponsor Extended Family","Sponsor Deme","Honorand Origin","Honorand Status","Honorand Type","Honorand Gender","Honorand Family","Honorand Extended Family","Honorand Deme","Inscription ID","Sponsor ID","Honorand ID","Sponsor Uncertainty","Honorand Uncertainty"
"323","Areopagus","Atheno Niketou","Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate","Base","Dedication","",0,50,28,125,"ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ὁ δῆμος καὶ ἡ βουλὴ τῶν ἑξακοσίων Ἀθηνὼ Νικήτου Ἁγνουσίου θυγατέρα ἀφ ἑστίας μυηθεῖσαν ἣν ἡ μήτηρ Ἀθηνὼ ταῖν Θεαῖν ἀνέθηκεν","SEG 56 4","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Hagnous",323,1000,2121,f,f
"323","Boule","Atheno Niketou","Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate","Base","Dedication","",0,50,28,125,"ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ὁ δῆμος καὶ ἡ βουλὴ τῶν ἑξακοσίων Ἀθηνὼ Νικήτου Ἁγνουσίου θυγατέρα ἀφ ἑστίας μυηθεῖσαν ἣν ἡ μήτηρ Ἀθηνὼ ταῖν Θεαῖν ἀνέθηκεν","SEG 56 4","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Hagnous",323,1001,2121,f,f
"323","Demos","Atheno Niketou","Statue Base for Atheno Niketou Hagnousiou, Hearth-Initiate","Base","Dedication","",0,50,28,125,"ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ὁ δῆμος καὶ ἡ βουλὴ τῶν ἑξακοσίων Ἀθηνὼ Νικήτου Ἁγνουσίου θυγατέρα ἀφ ἑστίας μυηθεῖσαν ἣν ἡ μήτηρ Ἀθηνὼ ταῖν Θεαῖν ἀνέθηκεν","SEG 56 4","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Hagnous",323,1002,2121,f,f
"324","Areopagus","Pammenes Pammenous","Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion",13,24,35,156,"ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος καὶ τὸ γένος τὸ Εὐμολπιδῶν τὸν ἐξηγητὴν Παμ μένην Παμμένους Μαραθώνιον ἀρετῆς καὶ σωφροσύνης ἕνεκα καὶ τοῦ περὶ τὰς Θεὰς κόσμου","IG II2 3523","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Marathon",324,1000,2122,f,f
"324","Boule","Pammenes Pammenous","Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion",13,24,35,156,"ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος καὶ τὸ γένος τὸ Εὐμολπιδῶν τὸν ἐξηγητὴν Παμ μένην Παμμένους Μαραθώνιον ἀρετῆς καὶ σωφροσύνης ἕνεκα καὶ τοῦ περὶ τὰς Θεὰς κόσμου","IG II2 3523","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Marathon",324,1001,2122,f,f
"324","Demos","Pammenes Pammenous","Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion",13,24,35,156,"ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος καὶ τὸ γένος τὸ Εὐμολπιδῶν τὸν ἐξηγητὴν Παμ μένην Παμμένους Μαραθώνιον ἀρετῆς καὶ σωφροσύνης ἕνεκα καὶ τοῦ περὶ τὰς Θεὰς κόσμου","IG II2 3523","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Marathon",324,1002,2122,f,f
"324","Eumolpidai","Pammenes Pammenous","Statue Base for Pammenes Pammenous Marathonios, Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion",13,24,35,156,"ἡ βουλὴ ἡ ἐξ Ἀρήου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος καὶ τὸ γένος τὸ Εὐμολπιδῶν τὸν ἐξηγητὴν Παμ μένην Παμμένους Μαραθώνιον ἀρετῆς καὶ σωφροσύνης ἕνεκα καὶ τοῦ περὶ τὰς Θεὰς κόσμου","IG II2 3523","Institution","Eleusinian","","Genos","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Marathon",324,1015,2122,f,f
"325","Demos","Hierophantis Mos[kh.]","Statue Base for a Unknown Hierophantis","Base","Dedication","",13,24,9,56,"ὁ δῆμος ἱερόφαντιν Μοσχ αμίου Ἀφιδναίου θυγατέρα εὐσεβήας ἕνεκεν","IG II2 3527,Schmalz 165","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Female","","","",325,1002,2123,f,t
"327","Areopagus","Antamenes Leontikhou","Statue Base for Antamenes Leontichou Epieikides","Base","Dedication","Outer Courtyard",13,24,12,57,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ὁ δῆμος Ἀνταμένην Λεοντίχου Ἐπιεικίδην","IG II2 3920","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Epieikidai",327,1000,2124,f,f
"327","Demos","Antamenes Leontikhou","Statue Base for Antamenes Leontichou Epieikides","Base","Dedication","Outer Courtyard",13,24,12,57,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ὁ δῆμος Ἀνταμένην Λεοντίχου Ἐπιεικίδην","IG II2 3920","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Epieikidai",327,1002,2124,f,f
"329","Boule","Polykharmos Polykritos","Statue Base for an Unknown Hearth-Initiate, Daughter of Polycharmos of Azenia","Other/Fragment","Dedication","",-6.5,41,9,55,"ἡ βουλὴ Ὀκνίαν Πολυχάρμου Ἀζηνιέως θυγατέρα μυηθεῖσαν ἀφ ἑστίας","IG II2 3518","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","",329,1001,2128,f,f
"329","Boule","[O?]knia Polykharmou","Statue Base for an Unknown Hearth-Initiate, Daughter of Polycharmos of Azenia","Other/Fragment","Dedication","",-6.5,41,9,55,"ἡ βουλὴ Ὀκνίαν Πολυχάρμου Ἀζηνιέως θυγατέρα μυηθεῖσαν ἀφ ἑστίας","IG II2 3518","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Female","","","",329,1001,2127,f,t
"330","Demos","Polykharmos Polykritos","Statue Base for Polycharmos Polykritou Azenieus","Base","Dedication","",-6.5,41,7,45,"ὁ δῆμος Πολύχαρμον Πολυκρίτου Ἀζηνιέα ἀρετῆς ἕνεκεν","IG II2 3904,Schmalz 163","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","",330,1002,2128,f,f
"331","Theophilos Eudoxou","Emperor Tiberius","Statue Base for Emperor Tiberius","Base","Dedication","",25.5,23,21,125,"Τιβέριον Καίσαρα Σεβαστὸν Ἐλευσείνιος καὶ ἄρχων ἐπώνυμος καὶ κ καὶ ἱερεὺς Ἀσκληπιοῦ διὰ βίου Θεόφιλος Εὐδόξου Ἐλευσείνιος καὶ τὸν ἴδιον εὐεργέτην","IG II2 3263","Person","Athenian","Athenian without Roman Citizenship","","Male","","","Eleusis","Imperial Family Member","Non-Athenian","","Male","","","",331,2130,2129,f,f
"334","Areopagus","Emperor Tiberius","Monument for Emperor Tiberius","Base","Dedication","",20,10,35,188,"Τιβέριον Καίσαρα Σεβαστὸν ἡ βουλὴ ἡ ἐξ Ἀρίου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως θυγατρός ἐπιμεληθέντος τῆς ἀναθέσεως Παπίου Μαραθωνίου ἱερέως ὄντος διὰ βίου Παπίου Μαραθωνίου","IG II2 3261,Schmalz 134","Institution","Athenian","","Public","","","","","Imperial Family Member","Non-Athenian","","Male","","","",334,1000,2129,f,f
"334","Boule","Emperor Tiberius","Monument for Emperor Tiberius","Base","Dedication","",20,10,35,188,"Τιβέριον Καίσαρα Σεβαστὸν ἡ βουλὴ ἡ ἐξ Ἀρίου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως θυγατρός ἐπιμεληθέντος τῆς ἀναθέσεως Παπίου Μαραθωνίου ἱερέως ὄντος διὰ βίου Παπίου Μαραθωνίου","IG II2 3261,Schmalz 134","Institution","Athenian","","Public","","","","","Imperial Family Member","Non-Athenian","","Male","","","",334,1001,2129,f,f
"334","Demos","Emperor Tiberius","Monument for Emperor Tiberius","Base","Dedication","",20,10,35,188,"Τιβέριον Καίσαρα Σεβαστὸν ἡ βουλὴ ἡ ἐξ Ἀρίου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως θυγατρός ἐπιμεληθέντος τῆς ἀναθέσεως Παπίου Μαραθωνίου ἱερέως ὄντος διὰ βίου Παπίου Μαραθωνίου","IG II2 3261,Schmalz 134","Institution","Athenian","","Public","","","","","Imperial Family Member","Non-Athenian","","Male","","","",334,1002,2129,f,f
"335","Areopagus","Iulia Augusta","Monument for Iulia Augusta","Other/Fragment","Dedication","",25,10,36,192,"Ἰουλίαν Σεβαστὴν ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως γόνωι δὲ Νικοδήμου Ἑρμείου θυγατρός ἐπιμεληθέντος τῆς ἀναθέσεως Πραξαγόρου ἱερέως ὄντος διὰ βίου Πραξαγόρου","Schmalz 138,SEG 56 4,SEG 59 205","Institution","Athenian","","Public","","","","","Imperial Family Member","Non-Athenian","","Female","","","",335,1000,2134,f,f
"335","Boule","Iulia Augusta","Monument for Iulia Augusta","Other/Fragment","Dedication","",25,10,36,192,"Ἰουλίαν Σεβαστὴν ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως γόνωι δὲ Νικοδήμου Ἑρμείου θυγατρός ἐπιμεληθέντος τῆς ἀναθέσεως Πραξαγόρου ἱερέως ὄντος διὰ βίου Πραξαγόρου","Schmalz 138,SEG 56 4,SEG 59 205","Institution","Athenian","","Public","","","","","Imperial Family Member","Non-Athenian","","Female","","","",335,1001,2134,f,f
"335","Demos","Iulia Augusta","Monument for Iulia Augusta","Other/Fragment","Dedication","",25,10,36,192,"Ἰουλίαν Σεβαστὴν ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως γόνωι δὲ Νικοδήμου Ἑρμείου θυγατρός ἐπιμεληθέντος τῆς ἀναθέσεως Πραξαγόρου ἱερέως ὄντος διὰ βίου Πραξαγόρου","Schmalz 138,SEG 56 4,SEG 59 205","Institution","Athenian","","Public","","","","","Imperial Family Member","Non-Athenian","","Female","","","",335,1002,2134,f,f
"344","Eimertos Polykharmos","Polykharmos Eukleous","Statue Base for Polycharmos Eukleous Marathonios, High Priest of Tiberius","Base","Dedication","Before the Telestrion",33.5,7,25,174,"τὸν ἀρχιερέα Τιβερίου Καίσαρος Σεβαστοῦ καὶ ἱερέα πατρῴου Ἀπόλλωνος Πολύχαρμον Εὐκλέους Μαραθώνιον Εἵμερτος Πολυχάρμου Μαραθώνιος τὸν ἑαυτοῦ εὐεργέτην ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως θυγατρός","IG II2 3530,Schmalz 169","Person","Athenian","Athenian without Roman Citizenship","","Male","Eukleid","Herodian-Eukleid","Marathon","Athenian","Athenian without Roman Citizenship","","Male","Eukleid","Herodian-Eukleid","Marathon",344,2139,2138,f,f
"345","Areopagus","T. Statilius Lamprias","Statue Base for Titus Statilius Lamprias","Base","Dedication","",43,10,19,98,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τίτον Στατείλιον Στατειλίου υἱὸν Τειμοκράτους Λαμπρίαν","IG II2 82,IG II2 83,IG II2 84","Institution","Athenian","","Public","","","","","Other Greek","Non-Athenian","","Male","","","",345,1000,2140,f,f
"345","Boule","T. Statilius Lamprias","Statue Base for Titus Statilius Lamprias","Base","Dedication","",43,10,19,98,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τίτον Στατείλιον Στατειλίου υἱὸν Τειμοκράτους Λαμπρίαν","IG II2 82,IG II2 83,IG II2 84","Institution","Athenian","","Public","","","","","Other Greek","Non-Athenian","","Male","","","",345,1001,2140,f,f
"345","Demos","T. Statilius Lamprias","Statue Base for Titus Statilius Lamprias","Base","Dedication","",43,10,19,98,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Τίτον Στατείλιον Στατειλίου υἱὸν Τειμοκράτους Λαμπρίαν","IG II2 82,IG II2 83,IG II2 84","Institution","Athenian","","Public","","","","","Other Greek","Non-Athenian","","Male","","","",345,1002,2140,f,f
"348","Areopagus","Diokles Themistokles Hagnousios","Statue Base for Diokles Themistokleous Hagnousios","Base","Dedication","",50,20,23,122,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Διοκλέα Θεμιστοκλέους δᾳδούχου Ἁγνούσιον φιλοκαίσαρα καὶ φιλόπατριν ἀρετῆς ἕνεκα","IG II2 3928,Schmalz 211","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","Hagnous/Akharnid Daduchs","Hagnous/Akharnid Daduchs","Hagnous",348,1000,2144,f,f
"348","Boule","Diokles Themistokles Hagnousios","Statue Base for Diokles Themistokleous Hagnousios","Base","Dedication","",50,20,23,122,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Διοκλέα Θεμιστοκλέους δᾳδούχου Ἁγνούσιον φιλοκαίσαρα καὶ φιλόπατριν ἀρετῆς ἕνεκα","IG II2 3928,Schmalz 211","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","Hagnous/Akharnid Daduchs","Hagnous/Akharnid Daduchs","Hagnous",348,1001,2144,f,f
"348","Demos","Diokles Themistokles Hagnousios","Statue Base for Diokles Themistokleous Hagnousios","Base","Dedication","",50,20,23,122,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Διοκλέα Θεμιστοκλέους δᾳδούχου Ἁγνούσιον φιλοκαίσαρα καὶ φιλόπατριν ἀρετῆς ἕνεκα","IG II2 3928,Schmalz 211","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","Hagnous/Akharnid Daduchs","Hagnous/Akharnid Daduchs","Hagnous",348,1002,2144,f,f
"349","Areopagus","Athenais Diokleous","Statue Base for Athenais, Daughter of Diokles Hagnousios","Stele","Dedication","Before the Telestrion",50,20,27,158,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Ἀθηναΐδα Διοκλέους τοῦ Θεμιστοκλέους δᾳδούχου Ἁγνουσίου φιλοκαίσαρος καὶ φιλοπάτριδος θυγατέρα ἡρωείνην σωφροσύνης ἕνεκα","IG II2 4042,Schmalz 220","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Female","Hagnous/Akharnid Daduchs","Hagnous/Akharnid Daduchs","Hagnous",349,1000,2145,f,f
"349","Boule","Athenais Diokleous","Statue Base for Athenais, Daughter of Diokles Hagnousios","Stele","Dedication","Before the Telestrion",50,20,27,158,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Ἀθηναΐδα Διοκλέους τοῦ Θεμιστοκλέους δᾳδούχου Ἁγνουσίου φιλοκαίσαρος καὶ φιλοπάτριδος θυγατέρα ἡρωείνην σωφροσύνης ἕνεκα","IG II2 4042,Schmalz 220","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Female","Hagnous/Akharnid Daduchs","Hagnous/Akharnid Daduchs","Hagnous",349,1001,2145,f,f
"349","Demos","Athenais Diokleous","Statue Base for Athenais, Daughter of Diokles Hagnousios","Stele","Dedication","Before the Telestrion",50,20,27,158,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Ἀθηναΐδα Διοκλέους τοῦ Θεμιστοκλέους δᾳδούχου Ἁγνουσίου φιλοκαίσαρος καὶ φιλοπάτριδος θυγατέρα ἡρωείνην σωφροσύνης ἕνεκα","IG II2 4042,Schmalz 220","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Female","Hagnous/Akharnid Daduchs","Hagnous/Akharnid Daduchs","Hagnous",349,1002,2145,f,f
"351","Areopagus","Seilon Apolloniou","Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate","Base","Dedication","",50,20,29,143,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆμος Σείλωνα Ἀπολλωνίου Μελιτέα μυηθέντα ἀφ ἑστίας ἐπιμεληθέντος τῆς ἀναθέσεως τοῦ πατρός Ἀπολλωνίου τοῦ Σίλωνος Μελι τέως","IG II2 3551","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Melite",351,1000,2147,f,f
"351","Boule","Seilon Apolloniou","Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate","Base","Dedication","",50,20,29,143,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆμος Σείλωνα Ἀπολλωνίου Μελιτέα μυηθέντα ἀφ ἑστίας ἐπιμεληθέντος τῆς ἀναθέσεως τοῦ πατρός Ἀπολλωνίου τοῦ Σίλωνος Μελι τέως","IG II2 3551","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Melite",351,1001,2147,f,f
"351","Demos","Seilon Apolloniou","Statue Base for Seilon Apolloniou Meliteus, Hearth-Initiate","Base","Dedication","",50,20,29,143,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆμος Σείλωνα Ἀπολλωνίου Μελιτέα μυηθέντα ἀφ ἑστίας ἐπιμεληθέντος τῆς ἀναθέσεως τοῦ πατρός Ἀπολλωνίου τοῦ Σίλωνος Μελι τέως","IG II2 3551","Institution","Athenian","","Public","","","","","Athenian","Athenian without Roman Citizenship","","Male","","","Melite",351,1002,2147,f,f
"352","Areopagus","G. Caecilius Cassius","Statue Base for Caius Caecilius Kasios, Acharneus","Base","Dedication","Before the Telestrion",50,20,19,88,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Γάιον Καικίλιον Κάσιον Ἀχαρνέα ἀρετῆς ἕνεκεν","IG II2 3927,Schmalz 212","Institution","Athenian","","Public","","","","","Roman","Non-Athenian","","Male","","","",352,1000,2149,f,f
"352","Boule","G. Caecilius Cassius","Statue Base for Caius Caecilius Kasios, Acharneus","Base","Dedication","Before the Telestrion",50,20,19,88,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Γάιον Καικίλιον Κάσιον Ἀχαρνέα ἀρετῆς ἕνεκεν","IG II2 3927,Schmalz 212","Institution","Athenian","","Public","","","","","Roman","Non-Athenian","","Male","","","",352,1001,2149,f,f
"352","Demos","G. Caecilius Cassius","Statue Base for Caius Caecilius Kasios, Acharneus","Base","Dedication","Before the Telestrion",50,20,19,88,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος Γάιον Καικίλιον Κάσιον Ἀχαρνέα ἀρετῆς ἕνεκεν","IG II2 3927,Schmalz 212","Institution","Athenian","","Public","","","","","Roman","Non-Athenian","","Male","","","",352,1002,2149,f,f
"353","Areopagus","Statilia [.]","Statue Base for an Unknown Daughter of Statilius of Sphettos","Building or Monument","Dedication","",50,20,26,114,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆμος Στατιλίαν αν Στατιλίου Σφηττίου θυγατέρα ἀρετῆς ἕνεκα αἰτησαμένου τοῦ πατρός ΟΣΤ ΟΣ","IG II2 4043,Schmalz 221","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Sphettos",353,1000,2150,f,t
"353","Boule","Statilia [.]","Statue Base for an Unknown Daughter of Statilius of Sphettos","Building or Monument","Dedication","",50,20,26,114,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆμος Στατιλίαν αν Στατιλίου Σφηττίου θυγατέρα ἀρετῆς ἕνεκα αἰτησαμένου τοῦ πατρός ΟΣΤ ΟΣ","IG II2 4043,Schmalz 221","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Sphettos",353,1001,2150,f,t
"353","Demos","Statilia [.]","Statue Base for an Unknown Daughter of Statilius of Sphettos","Building or Monument","Dedication","",50,20,26,114,"ἡ βουλὴ ἡ ἐξ Ἀρείου πάγου καὶ ἡ βουλὴ τῶν Χ καὶ ὁ δῆμος Στατιλίαν αν Στατιλίου Σφηττίου θυγατέρα ἀρετῆς ἕνεκα αἰτησαμένου τοῦ πατρός ΟΣΤ ΟΣ","IG II2 4043,Schmalz 221","Institution","Athenian","","Public","","","","","Athenian","Athenian with Roman Citizenship","","Female","","","Sphettos",353,1002,2150,f,t
"354","Ti. Kl. Eukles Sostratou","Iulia Agrippina","Architrave with Dedication by Tiberius Klaudios Eukles Sostratou, Priest of Iulia Agrippina Sebaste","Building or Monument","Dedication","",54.5,9,9,58,"ὁ ἱερεὺς αὐτῆς Τιβέριος Κλαύδιος Εὐκλῆς Σωστράτου Ἰουλίαι Σεβαστῆι","SEG 56 4,SEG 58 46","Person","Athenian","Athenian with Roman Citizenship","","Male","","","","Roman","Non-Athenian","","Female","","","",354,2151,2152,f,f
"357","G. Iul. Polkhos Sounieus","Ti. Kl. Demostratos","Statue Base for Tiberius Klaudios Demostratos Ti. Klaudii Neikotelous Sounieus, Hearth Initiate","Base","Dedication","",55,10,25,169,"Γάϊος Ἰούλιος Πόλχος Σουνιεὺς ἀνέθηκε Δήμητρι καὶ Κόρῃ μυηθέντα ἀφ ἑστίας Τιβέριον Κλαύδιον Δημόστρατον Τιβερίου Κλαυδίου Νεικοτέλους υἱὸν καὶ Κλαυδίας Φιλίππης τῆς Λυκούργου Παλληνέως θυγατρός","Schmalz 177","Person","Athenian","Athenian with Roman Citizenship","","Male","","","Sounion","Athenian","Athenian with Roman Citizenship","","Male","","","Sounion",357,2155,2156,f,f
"358","Kl. [?] Asklepiodorou","Kl. Asklepiodoros","Statue Base for Klaudios Asklepiodoros Gargettios","Base","Dedication","",55,10,41,263,"καὶ κηρυκεύσαντα καὶ γυμνασιαρχήσαντα δὶς καὶ ἀγωνοθετήσαντα τῶν μεγάλων Καισαρήων Σεβασ τῶν καὶ στρατηγήσαντα ἐπὶ τοὺς ὁπλείτας δὶς φιλοκαίσαρα καὶ φιλόπατριν Κλαύδιον Ἀσκληπιόδῳρον Γαργήττιον Κλαυδία τὸν ἑαυτῆς πατέρα ταῖν θεαῖν ἀνέθηκε ἐπὶ ἱερείας Κλεοῦς τῆς Εὐκλέους Φλυέως γόνῳ δὲ Νικοδήμου Ἑρμείου","IG II2 4722,Schmalz 193,Schmalz 194","Person","Athenian","Athenian with Roman Citizenship","","Female","","","","Athenian","Athenian with Roman Citizenship","","Male","","","",358,2160,2159,t,f
"362","Areopagus","Iul. Nikanor","Status Base for Iulius Nikanor, New Homer and New Themistokles","Base","Dedication","",60,10,22,101,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ὁ Ἀθηναίων Ἰούλιον Νικάνορα νέον Ὅμηρον καὶ νέον Θεμιστοκλέα","IG II2 3789,Schmalz 202","Institution","Athenian","","Public","","","","","Other Greek","Non-Athenian","","Male","","","",362,1000,2162,f,f
"362","Boule","Iul. Nikanor","Status Base for Iulius Nikanor, New Homer and New Themistokles","Base","Dedication","",60,10,22,101,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ὁ Ἀθηναίων Ἰούλιον Νικάνορα νέον Ὅμηρον καὶ νέον Θεμιστοκλέα","IG II2 3789,Schmalz 202","Institution","Athenian","","Public","","","","","Other Greek","Non-Athenian","","Male","","","",362,1001,2162,f,f
"362","Demos","Iul. Nikanor","Status Base for Iulius Nikanor, New Homer and New Themistokles","Base","Dedication","",60,10,22,101,"ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν ἑξακοσίων καὶ ὁ δῆμος ὁ Ἀθηναίων Ἰούλιον Νικάνορα νέον Ὅμηρον καὶ νέον Θεμιστοκλέα","IG II2 3789,Schmalz 202","Institution","Athenian","","Public","","","","","Other Greek","Non-Athenian","","Male","","","",362,1002,2162,f,f
"363","[?] Imperial Priest","[?] Emperor","Entablature","Base","Dedication","Before the Telestrion",99,78,5,33,"Αὐτοκράτορος ὁ ἀρχιερεὺς τῶν Σεβαστῶν","IG II2 5209","Person","Athenian","Athenian without Roman Citizenship","","Male","","","","Imperial Family Member","Non-Athenian","","Male","","","",363,2164,2163,t,t
