"Source","Target","Type","Label","Start","Stop","Weight","Inscription ID","IE","Inscription","Object","Inscription Type","Location","Date","Date Span","Word Count","Character Count","Text","References"
1001,2001,"Directed","IE 267: Base",-87.5,350.0,1,267,"267","Statue Base for an Unknown Kanephoros","Base","Dedication","Outer Courtyard",-87.5,25,34,186,"ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Σ ἡ βουλὴ ὁ δῆμος κανηφο ρήσασαν Ἀσκληπιῶι ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Μητρὶ θεῶν ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Ἀφροδίτηι Ἀλωπεκῆσι ἐπὶ ἱερείας Ἀμεινοκλείας τῆς Φιλάνθου Φυλασίου θυγατρός","IG II2 3220,SEG 59 201"
1002,2001,"Directed","IE 267: Base",-87.5,350.0,1,267,"267","Statue Base for an Unknown Kanephoros","Base","Dedication","Outer Courtyard",-87.5,25,34,186,"ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Σ ἡ βουλὴ ὁ δῆμος κανηφο ρήσασαν Ἀσκληπιῶι ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Μητρὶ θεῶν ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Ἀφροδίτηι Ἀλωπεκῆσι ἐπὶ ἱερείας Ἀμεινοκλείας τῆς Φιλάνθου Φυλασίου θυγατρός","IG II2 3220,SEG 59 201"
1004,2012,"Directed","IE 271: Base",-73,350.0,1,271,"271","Honorary Decree of the Synod of Dionysiac Artists in Honor of their Epimelete Philemon","Base","Decree","",-73,6,421,2249,"τῆι πόλει τῆι Ἀθηναίων περι νδιων ἀπαλλαγέντες το ἄνθρωποι διεξαγωγὴν τῶν μὲν παράδοσιν ἐποιήσατο θυσίας δὲ καὶ μυστήρια καὶ καὶ ἀγῶνας θυμελικούς τε καὶ σκηνικοὺς αὐτὸς ἐπιτελεῖν ἐψηφίσατο καὶ ἡ σύνοδος τῶν περὶ τὸν Διόνυσον τεχνιτῶν διὰ παντὸς αὐτῶι συναύξουσα καθ ὅσον ἐστὶ δυνατὴ τάς τε θυσίας καὶ τἄλλα πάντα τὰ ἐψηφισμένα ὑπ αὐτοῦ τοῖς τε θεοῖς καὶ τοῖς εὐεργέταις τίμια ἐψηφίσατο καὶ αὐτὴ θύειν καὶ σπένδειν τῆι Δήμητρι καὶ τῆι Κόρηι ταῖς μυστηριώτισιν ἡμέραις καὶ βωμὸν ἱδρυσαμ ένη καὶ τέμενος κατασκευάσασα ἐν Ἐλευσῖνι σπονδὰς καὶ παιᾶνας ἐπιτελεῖν ὧν ἐπισχεθέντων ἐπὶ ἔτη καὶ πλείονα καὶ τοῦ τε βωμοῦ καὶ τοῦ τεμένους ἀναιρεθέντος διὰ τὴν κοινὴν περίστασιν Φιλήμων ἐπιμελητὴς τὸ τρίτον γενόμενος ἐν τῶι ἐπὶ Αἰσχραίου ἄρχοντος ἐνιαυτῶι ἀνεκτήσατο τὰς πατρίους ταῖς θεαῖς θυσίας καὶ πρῶτος αὐτὸς θύσας ἐν Ἐ λευσῖνι τῆι Δήμητρι καὶ τῆι Κόρηι καὶ τὴν λοιπὴν δαπάνην καὶ χορηγίαν ἐπιδεξάμενος ὑπεδέξατο τὴν σύνοδον ἐκ τῶν ἰδίων προσεμέρισεν δὲ καὶ ἐκ τῶν κοινῶν εἰς ἄλλας ἡμέρας δύο καὶ ἐμ πάσαις καλλιερήσας ταῖς ἡμέραις τὰς ἐψηφισμένας ὑπὸ τῶν πατέρων σπονδὰς καὶ ἐπιχύσεις καὶ παιᾶνας ταῖς θεαῖς ἐπετέλεσεν ὧν ἀσμένως οἱ τεχνῖται λαβόντες ἀνάμνησιν παρεκάλεσαν αὐτὸν καὶ προετρέψαντο μετὰ πάσης προθυμίας προνοηθῆναι καὶ τῆς τοῦ τεμένους κατασκευῆς ὅπως ἐπὶ τῆς πατρώιας ἑστίας ἀνεμποδίστως κατ ἐνιαυτὸν ἐπιτελῶσιν τὰς θυσίας ὁ δὲ καὶ διὰ τὴν πρὸς τὰς θεὰς εὐσέβειαν καὶ διὰ τὴν πρὸς τοὺς τεχνίτας ἀνυπέρθε τον εὔνοιαν διὰ τῆς ἰδίας ἐπιμελείας ἐξ ὧν ἀνεῦρεν αὐτὸς τῆι συνόδωι προσόδων τὴν κατασκευὴν τοῦ τεμένους ἐποιήσατο καὶ τὸν ἀνειρημένον ὑπὸ τῆς περιστάσεως βωμὸν αὐτὸς πάλιν καθιδρύσατο προενοήθη δὲ ἐκτενῶς καὶ τῆς τῶν κοινῶν ἐμ πᾶσιν ἐπανορθώσεως καὶ τὸν κύκλον τῶν δανείων μεταπαρέδωκεν ἐκβαί νων ἐκ τῶν ἐπιμελειτειῶν πολλοῖς ἐπευξημένον χρήμασιν ὥστε μὴ μόνον εἰς ἃς ἀνενεώσατο τῆι Δήμητρι καὶ τῆι Κόρηι θυσίας ἀλλὰ καὶ εἰς ἑτέρας πλείονας διὰ τὴν τούτου σπουδὴν γεγονέναι τῆι συνόδωι προσόδους βιασαμένων δὲ αὐτὸν τῶν τεχνιτῶν πάλιν τὸ τέταρτον ὑπομεῖναι ἐπιμελητὴν εἰς τὸν ἐπὶ Σελεύκου ἄρχοντος ἐνιαυ τὸν πρὸς ταῖς λοιπαῖς εἰσφοραῖς καὶ χορηγίαις καὶ ἐν Ἐλευσῖνι θύσας ἔν τε τῶι ἱερῶι καὶ ἐν ὧι πρῶτος αὐτὸς κατεσκευάσατο τεμένει ἐφ οὗ ἱδρύσατο βωμοῦ τά τε θύματα καὶ τὴν λοιπὴν χορηγίαν πᾶσαν ἐπιδεξάμενος ὑπεδέξατο τὴν σύνοδον ἐκ τῶν ἰδίων μεγαλομερῶς προσεμέρισε δὲ καὶ τὰς διατεταγμένας ἐκ τῶν κοινῶν ἡμέρας δύο καὶ ἐμ πά σαις ἐκαλλιέρησε ταῖς θεαῖς καὶ τὰς πατρίους σπονδὰς ἐπετέλεσεν πολλὰ δὲ καὶ ἄλλα ἐπολιτεύσατο καλὰ καὶ συμφέροντα τῆι συνόδωι καὶ προσεδαπάνησεν ἐκ τῶν ἰδίων ἔν τε ταῖς ἐπιμελητείαις καὶ ἱερωσύναις προκρίνων τὴν τῶν τεχνιτῶν εὔνοιαν παντὸς χρήματος οὐ μόνον δὲ πρὸς τὴν σύνοδον διακείμενος ἀποδοχῆς ἠξιώθη ἐκ τῶν νόμων καὶ","IG II2 1338,SEG 56 204"
1001,2019,"Directed","IE 275: Base",-60,350.0,1,275,"275","Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai","Base","Dedication","North of the Telesterion",-60,10,44,233,"ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός","IG II2 3490"
1002,2019,"Directed","IE 275: Base",-60,350.0,1,275,"275","Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai","Base","Dedication","North of the Telesterion",-60,10,44,233,"ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός","IG II2 3490"
1001,2022,"Directed","IE 274: Base",-61.5,350.0,1,274,"274","Dedication in Honor of a Tamias","Base","Dedication","",-61.5,1,7,30,"ἡ βουλὴ ἡ ἐπὶ Ἀρισταίου ταμιεύ σαντα","IG II2 3219"
1002,2023,"Directed","IE 276: Base",-50,350.0,1,276,"276","Statue Base for Titus Pinarius","Base","Dedication","",-50,10,8,39,"ὁ δῆμος Τίτον Πινάριον Τίτου υἱὸν ἀρετῆς ἕνεκα","IG II2 4108"
1001,2025,"Directed","IE 300: Base",-25,350.0,1,300,"300","Honorary Decree for Themistokles Theophrastou Hagnousios","Base","Decree","",-25,10,573,3450,"ἀγαθῆι τύχηι τῆς βουλῆς καὶ τοῦ δήμου τοῦ Ἀθηναίων ἐπὶ Ἀπολήξιδος ἄρχοντος ἐπὶ τῆς Πανδιονίδος ἐνάτης πρυτανείας ἧι Μητροφάνης Διονυσίου Ἀθμονεὺς ἐγραμμάτευεν Ἀνθεστηριῶνος δεκάτηι ὑστέραι πρώτηι τῆς πρυτανεί ας ἐκκλησία κυρία ἐν τῶι θεάτρωι τῶν προέδρων ἐπεψήφιζεν Μηνόφιλος Σατύρου Βερενικίδης καὶ συμπρόεδροι Διότιμος Διοδώρου Ἁλαιεὺς εἶπεν ὑπὲρ ὧν οἱ κατασταθέντες ἄνδρες ὑπὸ τοῦ Κηρύκων γένους μετὰ τοῦ ἐπὶ βωμοῦ ἱερέως Ἐπικράτους τοῦ Καλλιμάχου Λευκονοέως καὶ τοῦ πυρ φόρου καὶ ἱερέως τῶν Χαρίτων καὶ τῆς Ἀρτέμιδος τῆς Ἐπιπυργιδίας Λεοντίου τοῦ Τιμάρχου Κηφεισιέως Κηφισιέως καὶ τοῦ Κήρυκος ταῖν θεαῖν Διονυσίου τοῦ Δημοστράτου Παλληνέως καὶ τοῦ παναγοῦς κήρυκος Θεοφίλου τοῦ Μενεκράτους Χολλείδου καὶ τοῦ ἱερέως τοῦ Ἑρμοῦ τοῦ Πατρῴου καὶ κήρυκος τοῦ Ἀπόλλωνος τοῦ Πυθίου Γοργίππου τοῦ Εὐδήμου Μελιτέως καὶ τοῦ λιθοφόρου τοῦ ἱεροῦ λίθου καὶ ἱερέως Διὸς Ὁρίου καὶ Ἀθηνᾶς Ὁρίας καὶ Ποσειδῶνος Προσβαστηρίου Προσβατηρίου καὶ Ποσειδῶνος Θεμελιούχου Δωσιθέου τοῦ Κλεομένους Μαραθωνίου καὶ τῶν Ὑμναγωγῶν Ἀριστοδήμου τοῦ Ἀργείου Τρικορυσίου Μεννέου Ἀζηνιέως Φιλή μονος Μελιτέως Διότειμος Διότιμος Διοδώρου Ἁλαιεύς Ἀπόληξις Ἀπελλικῶντος ἐξ Οἴου Δημοχάρης Μενάνδρου Ἀζηνιεύς Σαραπίων καὶ Διοκλῆς οἱ Διοκλέους Μελιτεῖς Ἀρχίτιμος Σφήττιος Θεμιστοκλῆς Ξενοκλέους Ἁγνούσιος Διονυσόδωρος Δειραδιώτης Κιχησίας Λέοντος Αἰξωνεύς Ἀπολλώνιος Κτησικλέους Ἀχαρνεύς Δημόστρατος Διονυσίου Παλληνεύς Τιμοσθένης Τιμάρχου Κηφεισιεύς Κηφισιεύς Μένανδρος Δημοχάρους Ἀζηνιεύς Ἀρίσταιχμος Ἀμμωνίου Ἀναφλύστιος Σοφοκλῆς Φιλώτου Σουνιεὺς γόνωι δὲ Διονυσοδώρου Δειραδιώτου Ἰοφῶν Διονυσοδώρου Δειραδιώτης Ἀλέξανδρος Ἀγαθοκλέους Λευκονοεύς Εὔφρων Μαρα θώνιος Σέλευκος Δημέου Ἁλαιεύς Μικίων Φιλοκράτους Πειραιεύς ποιησάμενοι πρὸς τὸν δῆμον πρόσοδον ἐμφανίζουσιν τὸν δαιδοῦχον Θεμιστοκλῆν δαιδούχου Θεοφράστου Ἁγνούσιον ἀρετῆι καὶ εὐγενείαι διαφέροντα μὴ μόνον τὸν ἑατοῦ βίον παρέχεσθαι πλείστης ἄξιον τιμῆς ἀλλὰ καὶ τῆι περὶ τὴν δαιδουχίαν ὑπεροχῆι τὸ σεμνὸν καὶ τείμιον τίμιον τῶν ἱερῶν ἐπαύξειν ἐξ ὧν τὸ περὶ τὰ μυστήρια μεγαλοπρεπὲς περιττοτέρας ἐκπλήξεως ὑπὸ παντὸς ἀνθρώπου καὶ τοῦ προσήκοντος ἀξιοῦται κόσμου παρειληφότα τὴν εὐγένειαν καὶ τὴν ἀπ αὐτῆς ἱερεωσύνην ἐγ διαδοχῆς παρὰ τοῦ πατρὸς Θεοφράστου καὶ τοῦ πάππου Θεμιστοκλέους καὶ Σοφο κλέους ὃς ἦν τοῦ πατρὸς αὐτοῦ θεῖος καὶ Ξενοκλέους τοῦ ἐπιπάππου ὃς ἦν ἀδελφὸς μὲν Λεοντίου θεῖος δὲ Σοφοκλέους τῶν γενομένων ἱερέων ἐπὶ βωμοῦ καὶ Φιλοξενίδου τοῦ γενομένου μὲν πρότερον ἱερέως ἐπὶ βωμοῦ μετὰ δὲ ταῦτα δαιδούχου τοῦ ἀδελφοῦ Κηφεισοδώρου Κηφισοδώρου τοῦ ἐπὶ βωμοῦ ἱερέως ὃς ἦν πρὸς ἀνδρῶν ἐπίπαπ πος αὐτοῦ τῶι πατρὶ Θεοφράστωι καὶ Σοφοκλέους ὃς πρὸς μητρὸς ἦν ἐπίπαππος αὐτῶι καὶ Φιλιστίδου ὃς ἦν πατὴρ μὲν Φιλοξενίδου καὶ Κηφεισοδώρου Κηφισοδώρου ἐπίπαππος δὲ Θεμιστοκλέους τοῦ πάππου αὐτοῦ ὃς γενηθεὶς ἱερεὺς ἐπὶ βωμοῦ μεταπαρέλαβεν ἐπιφανέστατα τὴν δαιιδουχίαν δαιδουχίαν καὶ Ἀντιφῶντος ὃς ἦν μὲν ἐξ ἀνεψιῶν παίδων γεγονὼς Φι λιστίδηι κατασχὼν δὲ καὶ αὐτὸς τὴν ἐπὶ βωμοῦ ἱερεωσύνην μεταπαρέλαβεν διασημότατα τὴν δαιδουχίαν καὶ Λεοντίου τοῦ Σοφοκλέους μὲν πατρός πάππου δὲ Ξενοκλέους τοῦ ἐπιπάππου αὐτοῦ καὶ πρὸ τούτων ἁπάντων Ἑρμοτείμου Ἑρμοτίμου τε καὶ Ἱεροκλείδου τῶν δαιδουχησάντων πρὸ τῆς Κηρύκων ἀναγραφῆς εἰς τὸ γραμματεῖον γενηθέντες ἔκγονοι Σήμων καὶ Ἱεροκλείδης καὶ Ἀντιφῶν κατέσχον διὰ βίου τὴν ἐπὶ βωμοῦ ἱερεωσύνην ὧν ἑκάστου τῆς τε πρὸς τὰς θεὰς εὐσεβείας καὶ τῆς περὶ τὴν ἱερουργίαν σεμνότητος καὶ φιλοτιμίας ἐμ πολλοῖς καὶ μεγάλοις ἀγῶσιν εἰς τὸ γένος ψηφισθεῖσαι πολλάκις ὑπό τε τῆς βουλῆς καὶ τοῦ δήμου καὶ τοῦ γένους παρ ὅ λον τὸν καιρὸν τιμαὶ καὶ καθιερωμέναι παρὰ ταῖς θεαῖς αὐταῖς ἰκόνες ἐναργεῖς ἑστᾶσιν ἀποδίξις πάντα δὲ πράττοντα τῆς τοῦ γένους αὐξήσεως ἕνεκα καὶ τῶν προσηκόντων τιμίων αὐτῶι τε καὶ ἑκάστωι τῶν ἐκ τοῦ γένους ἱερέων σπουδάσαντα περὶ τὴν τῶν πατρίων ἐπίγνωσιν καὶ τὴν ἴδησιν ἐσχηκότα μὴ μόνον ἐκ τῆς περὶ τὴν οἰ κίαν γεγονυίας ἐπὶ πολλὰς γενεὰς αὐτῶι δαιδουχίας ἀλλὰ καὶ τῆς περὶ αὐτὸν φιλοτειμίας φιλοτιμίας εἰς τὴν τῶν ἐκλελειμμένων πατρίων ἀπόκτησιν ἐπιπεσούσης τῆς περὶ τὰς ἀπογραφὰς ζητήσεως πολλὰ καὶ μεγάλα διαπεπράχθαι ἐξ ΙΙΙΤΟΓΕν προσήκουσαν","Schmalz 6,SEG 59 169"
1002,2025,"Directed","IE 300: Base",-25,350.0,1,300,"300","Honorary Decree for Themistokles Theophrastou Hagnousios","Base","Decree","",-25,10,573,3450,"ἀγαθῆι τύχηι τῆς βουλῆς καὶ τοῦ δήμου τοῦ Ἀθηναίων ἐπὶ Ἀπολήξιδος ἄρχοντος ἐπὶ τῆς Πανδιονίδος ἐνάτης πρυτανείας ἧι Μητροφάνης Διονυσίου Ἀθμονεὺς ἐγραμμάτευεν Ἀνθεστηριῶνος δεκάτηι ὑστέραι πρώτηι τῆς πρυτανεί ας ἐκκλησία κυρία ἐν τῶι θεάτρωι τῶν προέδρων ἐπεψήφιζεν Μηνόφιλος Σατύρου Βερενικίδης καὶ συμπρόεδροι Διότιμος Διοδώρου Ἁλαιεὺς εἶπεν ὑπὲρ ὧν οἱ κατασταθέντες ἄνδρες ὑπὸ τοῦ Κηρύκων γένους μετὰ τοῦ ἐπὶ βωμοῦ ἱερέως Ἐπικράτους τοῦ Καλλιμάχου Λευκονοέως καὶ τοῦ πυρ φόρου καὶ ἱερέως τῶν Χαρίτων καὶ τῆς Ἀρτέμιδος τῆς Ἐπιπυργιδίας Λεοντίου τοῦ Τιμάρχου Κηφεισιέως Κηφισιέως καὶ τοῦ Κήρυκος ταῖν θεαῖν Διονυσίου τοῦ Δημοστράτου Παλληνέως καὶ τοῦ παναγοῦς κήρυκος Θεοφίλου τοῦ Μενεκράτους Χολλείδου καὶ τοῦ ἱερέως τοῦ Ἑρμοῦ τοῦ Πατρῴου καὶ κήρυκος τοῦ Ἀπόλλωνος τοῦ Πυθίου Γοργίππου τοῦ Εὐδήμου Μελιτέως καὶ τοῦ λιθοφόρου τοῦ ἱεροῦ λίθου καὶ ἱερέως Διὸς Ὁρίου καὶ Ἀθηνᾶς Ὁρίας καὶ Ποσειδῶνος Προσβαστηρίου Προσβατηρίου καὶ Ποσειδῶνος Θεμελιούχου Δωσιθέου τοῦ Κλεομένους Μαραθωνίου καὶ τῶν Ὑμναγωγῶν Ἀριστοδήμου τοῦ Ἀργείου Τρικορυσίου Μεννέου Ἀζηνιέως Φιλή μονος Μελιτέως Διότειμος Διότιμος Διοδώρου Ἁλαιεύς Ἀπόληξις Ἀπελλικῶντος ἐξ Οἴου Δημοχάρης Μενάνδρου Ἀζηνιεύς Σαραπίων καὶ Διοκλῆς οἱ Διοκλέους Μελιτεῖς Ἀρχίτιμος Σφήττιος Θεμιστοκλῆς Ξενοκλέους Ἁγνούσιος Διονυσόδωρος Δειραδιώτης Κιχησίας Λέοντος Αἰξωνεύς Ἀπολλώνιος Κτησικλέους Ἀχαρνεύς Δημόστρατος Διονυσίου Παλληνεύς Τιμοσθένης Τιμάρχου Κηφεισιεύς Κηφισιεύς Μένανδρος Δημοχάρους Ἀζηνιεύς Ἀρίσταιχμος Ἀμμωνίου Ἀναφλύστιος Σοφοκλῆς Φιλώτου Σουνιεὺς γόνωι δὲ Διονυσοδώρου Δειραδιώτου Ἰοφῶν Διονυσοδώρου Δειραδιώτης Ἀλέξανδρος Ἀγαθοκλέους Λευκονοεύς Εὔφρων Μαρα θώνιος Σέλευκος Δημέου Ἁλαιεύς Μικίων Φιλοκράτους Πειραιεύς ποιησάμενοι πρὸς τὸν δῆμον πρόσοδον ἐμφανίζουσιν τὸν δαιδοῦχον Θεμιστοκλῆν δαιδούχου Θεοφράστου Ἁγνούσιον ἀρετῆι καὶ εὐγενείαι διαφέροντα μὴ μόνον τὸν ἑατοῦ βίον παρέχεσθαι πλείστης ἄξιον τιμῆς ἀλλὰ καὶ τῆι περὶ τὴν δαιδουχίαν ὑπεροχῆι τὸ σεμνὸν καὶ τείμιον τίμιον τῶν ἱερῶν ἐπαύξειν ἐξ ὧν τὸ περὶ τὰ μυστήρια μεγαλοπρεπὲς περιττοτέρας ἐκπλήξεως ὑπὸ παντὸς ἀνθρώπου καὶ τοῦ προσήκοντος ἀξιοῦται κόσμου παρειληφότα τὴν εὐγένειαν καὶ τὴν ἀπ αὐτῆς ἱερεωσύνην ἐγ διαδοχῆς παρὰ τοῦ πατρὸς Θεοφράστου καὶ τοῦ πάππου Θεμιστοκλέους καὶ Σοφο κλέους ὃς ἦν τοῦ πατρὸς αὐτοῦ θεῖος καὶ Ξενοκλέους τοῦ ἐπιπάππου ὃς ἦν ἀδελφὸς μὲν Λεοντίου θεῖος δὲ Σοφοκλέους τῶν γενομένων ἱερέων ἐπὶ βωμοῦ καὶ Φιλοξενίδου τοῦ γενομένου μὲν πρότερον ἱερέως ἐπὶ βωμοῦ μετὰ δὲ ταῦτα δαιδούχου τοῦ ἀδελφοῦ Κηφεισοδώρου Κηφισοδώρου τοῦ ἐπὶ βωμοῦ ἱερέως ὃς ἦν πρὸς ἀνδρῶν ἐπίπαπ πος αὐτοῦ τῶι πατρὶ Θεοφράστωι καὶ Σοφοκλέους ὃς πρὸς μητρὸς ἦν ἐπίπαππος αὐτῶι καὶ Φιλιστίδου ὃς ἦν πατὴρ μὲν Φιλοξενίδου καὶ Κηφεισοδώρου Κηφισοδώρου ἐπίπαππος δὲ Θεμιστοκλέους τοῦ πάππου αὐτοῦ ὃς γενηθεὶς ἱερεὺς ἐπὶ βωμοῦ μεταπαρέλαβεν ἐπιφανέστατα τὴν δαιιδουχίαν δαιδουχίαν καὶ Ἀντιφῶντος ὃς ἦν μὲν ἐξ ἀνεψιῶν παίδων γεγονὼς Φι λιστίδηι κατασχὼν δὲ καὶ αὐτὸς τὴν ἐπὶ βωμοῦ ἱερεωσύνην μεταπαρέλαβεν διασημότατα τὴν δαιδουχίαν καὶ Λεοντίου τοῦ Σοφοκλέους μὲν πατρός πάππου δὲ Ξενοκλέους τοῦ ἐπιπάππου αὐτοῦ καὶ πρὸ τούτων ἁπάντων Ἑρμοτείμου Ἑρμοτίμου τε καὶ Ἱεροκλείδου τῶν δαιδουχησάντων πρὸ τῆς Κηρύκων ἀναγραφῆς εἰς τὸ γραμματεῖον γενηθέντες ἔκγονοι Σήμων καὶ Ἱεροκλείδης καὶ Ἀντιφῶν κατέσχον διὰ βίου τὴν ἐπὶ βωμοῦ ἱερεωσύνην ὧν ἑκάστου τῆς τε πρὸς τὰς θεὰς εὐσεβείας καὶ τῆς περὶ τὴν ἱερουργίαν σεμνότητος καὶ φιλοτιμίας ἐμ πολλοῖς καὶ μεγάλοις ἀγῶσιν εἰς τὸ γένος ψηφισθεῖσαι πολλάκις ὑπό τε τῆς βουλῆς καὶ τοῦ δήμου καὶ τοῦ γένους παρ ὅ λον τὸν καιρὸν τιμαὶ καὶ καθιερωμέναι παρὰ ταῖς θεαῖς αὐταῖς ἰκόνες ἐναργεῖς ἑστᾶσιν ἀποδίξις πάντα δὲ πράττοντα τῆς τοῦ γένους αὐξήσεως ἕνεκα καὶ τῶν προσηκόντων τιμίων αὐτῶι τε καὶ ἑκάστωι τῶν ἐκ τοῦ γένους ἱερέων σπουδάσαντα περὶ τὴν τῶν πατρίων ἐπίγνωσιν καὶ τὴν ἴδησιν ἐσχηκότα μὴ μόνον ἐκ τῆς περὶ τὴν οἰ κίαν γεγονυίας ἐπὶ πολλὰς γενεὰς αὐτῶι δαιδουχίας ἀλλὰ καὶ τῆς περὶ αὐτὸν φιλοτειμίας φιλοτιμίας εἰς τὴν τῶν ἐκλελειμμένων πατρίων ἀπόκτησιν ἐπιπεσούσης τῆς περὶ τὰς ἀπογραφὰς ζητήσεως πολλὰ καὶ μεγάλα διαπεπράχθαι ἐξ ΙΙΙΤΟΓΕν προσήκουσαν","Schmalz 6,SEG 59 169"
1001,2026,"Directed","IE 275: Base",-60,350.0,1,275,"275","Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai","Base","Dedication","North of the Telesterion",-60,10,44,233,"ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός","IG II2 3490"
1002,2026,"Directed","IE 275: Base",-60,350.0,1,275,"275","Statue Base for Medeios Medeiou Peiraieus, Exegete of the Eumolpidai","Base","Dedication","North of the Telesterion",-60,10,44,233,"ἡ βουλὴ καὶ ὁ δῆμος Μήδειον Μηδείου Πειραιέα τὸν ἐξηγητὴν ἐκ τοῦ γένους τοῦ Εὐμολπιδῶν εὐσεβείας ἕνεκα τῆς πρὸς τὼ θεὼ καὶ ἐπιμελείας καὶ φιλοτιμίας τῆς περὶ τὴν ἐξήγησιν τῶν ἱερῶν καὶ πατρίων Δήμητρι καὶ Κόρῃ ἀνέθηκαν ἐπὶ ἱερείας Κλεοκρατείας τῆς Οἰνοφίλου Ἀφιδναίου θυγατρός","IG II2 3490"
1001,2026,"Directed","IE 282: Stele",-50,350.0,1,282,"282","Statue Base for Unknown Hearth-Initiate","Stele","Dedication","Between the Propylaea",-50,20,21,109,"ἐπὶ ἱερείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θυγατρός ἡ βουλὴ ὁ δῆμος ἀφ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Σα ράπιδι","IG II2 3498"
1002,2026,"Directed","IE 282: Stele",-50,350.0,1,282,"282","Statue Base for Unknown Hearth-Initiate","Stele","Dedication","Between the Propylaea",-50,20,21,109,"ἐπὶ ἱερείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θυγατρός ἡ βουλὴ ὁ δῆμος ἀφ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Σα ράπιδι","IG II2 3498"
1002,2027,"Directed","IE 280: Base",-50,350.0,1,280,"280","Statue Base for Kleo, Daughter of Dionysios Lakrateidou Ikarieus","Base","Dedication","Between the Propylaea",-50,20,8,49,"ὁ δῆμος Κλεὼ Διονυσίου τοῦ Λακρατείδου Ἰκαριέως θυγατέρα","IG II2 4037"
1001,2028,"Directed","IE 282: Stele",-50,350.0,1,282,"282","Statue Base for Unknown Hearth-Initiate","Stele","Dedication","Between the Propylaea",-50,20,21,109,"ἐπὶ ἱερείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θυγατρός ἡ βουλὴ ὁ δῆμος ἀφ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Σα ράπιδι","IG II2 3498"
1002,2028,"Directed","IE 282: Stele",-50,350.0,1,282,"282","Statue Base for Unknown Hearth-Initiate","Stele","Dedication","Between the Propylaea",-50,20,21,109,"ἐπὶ ἱερείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θυγατρός ἡ βουλὴ ὁ δῆμος ἀφ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Σα ράπιδι","IG II2 3498"
1001,2029,"Directed","IE 282: Stele",-50,350.0,1,282,"282","Statue Base for Unknown Hearth-Initiate","Stele","Dedication","Between the Propylaea",-50,20,21,109,"ἐπὶ ἱερείας Χαιρίου τῆς Διονυσίου Μαραθωνίου θυγατρός ἡ βουλὴ ὁ δῆμος ἀφ ἑστίας μυηθεῖσαν ἡ βουλὴ ὁ δῆμος κανηφορήσασαν Σα ράπιδι","IG II2 3498"
