ID,IE,Title,Object Type,Inscription Type,Suspected Location,Low Date,High Date,Date,Date Span,Low Date Uncertain,High Date Uncertain,Notes,ID_b,Letter Height (m),Avg,Order,Notes_b,id,text,clean,clean_char_count,clean_word_count,diplomatic,diplomatic_char_count,diplomatic_word_count
633,633,"Statue Base for Rouphenia, Mother of Iul. the Hierokeryx",Base,Dedication,,210,225,217.5,15,FALSE,FALSE,,633,0.0235,TRUE,383,,633,"1
            
            [․․․․․․c.12․․․․․․]ίαν Ῥουφεῖναν [❦] Ἰούλ(ιος) ❦ Μουσώνιος
          
          
            
              
            
            [κῆρυξ τ]ῆ[ς] ἐξ Ἀρε̣ίου πάγου βουλῆ[ς], στρατηγὸς ἐπὶ τοὺς
          
          
            
              
            
            [ὁπλίτας], ἀγωνοθέτης Ὀλυμπ̣[ι]είων, Διὸς Ὀλυμπί-
          
          
            
              
            
            [%⁸⁰ου ἱερεὺ]ς Ἀθ̣ήνησιν, φαιδυντὴ̣ς ἐν Ὀλυμπίᾳ v
          
          
            
              5
            
            [❦               ] τὴ̣ν ἀρίστην γυνα̣ῖκα      ❦
          
          
            
              
            
            [❦         Ἰουλ]ίου Ἱεροκήρυκ[ο]ς̣ μητέρα. ❦", ίαν Ῥουφεῖναν Ἰούλιος Μουσώνιος κῆρυξ τῆς ἐξ Ἀρε̣ίου πάγου βουλῆς στρατηγὸς ἐπὶ τοὺς ὁπλίτας ἀγωνοθέτης Ὀλυμπ̣ιείων Διὸς Ὀλυμπί ⁰ου ἱερεὺς Ἀθ̣ήνησιν φαιδυντὴ̣ς ἐν Ὀλυμπίᾳ τὴ̣ν ἀρίστην γυνα̣ῖκα Ἰουλίου Ἱεροκήρυκος̣ μητέρα ,222,30, ίαν Ῥουφεῖναν Ἰούλ Μουσώνιος ῆ ἐξ Ἀρε̣ίου πάγου βουλῆ στρατηγὸς ἐπὶ τοὺς ἀγωνοθέτης Ὀλυμπ̣είων Διὸς Ὀλυμπί ς Ἀθ̣ήνησιν φαιδυντὴ̣ς ἐν Ὀλυμπίᾳ τὴ̣ν ἀρίστην γυνα̣ῖκα ίου Ἱεροκήρυκς̣ μητέρα ,187,27
634,634,"Statue Base for Ptolemaios, Son of Serenos of Gaza",Base,Dedication,,201,212,206.5,11,FALSE,FALSE,,634,0.035,,384,,634,"1
            
            Πτολεμαῖον Σε-
          
          
            
              
            
            ρήνου φοινικάρχου
          
          
            
              
            
            υἱὸν Γαζαῖον καὶ ἄ̣λ-
          
          
            
              
            
            λων πόλεων πολίτην
          
          
            
              5
            
            εὐνοίας ἕνεκεν τῆς εἰς τὴν
          
          
            
              
            
            πόλιν καὶ ἀρετῆς καὶ τῆς π̣[ε]-
          
          
            
              
            
            ρὶ λόγους ἀσκήσεως ἀμει-
          
          
            
              
            
            βόμενοι ἀνέστησαν οἱ σεμνό-
          
          
            
              
            
            τατοι Ἀρεοπαγῖται παρὰ ταῖς
          
          
            
              10
            
            Θεαῖς.", Πτολεμαῖον Σε ρήνου φοινικάρχου υἱὸν Γαζαῖον καὶ ἄ̣λ λων πόλεων πολίτην εὐνοίας ἕνεκεν τῆς εἰς τὴν πόλιν καὶ ἀρετῆς καὶ τῆς π̣ε ρὶ λόγους ἀσκήσεως ἀμει βόμενοι ἀνέστησαν οἱ σεμνό τατοι Ἀρεοπαγῖται παρὰ ταῖς Θεαῖς,213,35, Πτολεμαῖον Σε ρήνου φοινικάρχου υἱὸν Γαζαῖον καὶ ἄ̣λ λων πόλεων πολίτην εὐνοίας ἕνεκεν τῆς εἰς τὴν πόλιν καὶ ἀρετῆς καὶ τῆς π̣ ρὶ λόγους ἀσκήσεως ἀμει βόμενοι ἀνέστησαν οἱ σεμνό τατοι Ἀρεοπαγῖται παρὰ ταῖς Θεαῖς,212,35
635,635,"Statue Base for Aur. Magna, Hearth-Initiate",Base,Dedication,,212,222,217,10,FALSE,FALSE,,635,0.028,,385,,635,"1
            
            κατὰ τὸ ἐπε-
          
          
            
              
            
            ρώτημα τῶν σ<ε>-
          
          
            
              
            
            μνοτάτων Ἀ-
          
          
            
              
            
            ρεοπαγειτῶν
          
          
            
              5
            
            τὴν ἀφ’ ἑστίας
          
          
            
              
            
            Αὐρ(ηλίαν) Μάγναν
          
          
            
              
            
            τὴν καὶ Ἑρμιό-
          
          
            
              
            
            νην οἱ γονεῖς
          
          
            
              
            
            Αὐρ(ήλιος) Ἐπαφρό-
          
          
            
              10
            
            δειτος Ἀσκλη-
          
          
            
              
            
            πιάδου Πιτθεὺς
          
          
            
              
            
            καὶ Αὐρ(ηλία) Μάγνα Ͻ
          
          
            
              
            
            ἐκ Πιτθέων.", κατὰ τὸ ἐπε ρώτημα τῶν σε μνοτάτων Ἀ ρεοπαγειτῶν τὴν ἀφ’ ἑστίας Αὐρηλίαν Μάγναν τὴν καὶ Ἑρμιό νην οἱ γονεῖς Αὐρήλιος Ἐπαφρό δειτος Ἀσκλη πιάδου Πιτθεὺς καὶ Αὐρηλία Μάγνα Ͻ ἐκ Πιτθέων,183,32, κατὰ τὸ ἐπε ρώτημα τῶν σ μνοτάτων Ἀ ρεοπαγειτῶν τὴν ἀφ’ ἑστίας Αὐρ Μάγναν τὴν καὶ Ἑρμιό νην οἱ γονεῖς Αὐρ Ἐπαφρό δειτος Ἀσκλη πιάδου Πιτθεὺς καὶ Αὐρ Μάγνα Ͻ ἐκ Πιτθέων,168,32
636,636,"Statue Base for Aur. Paramona, Daughter of Aur. Paramonos of Lamptrai, Heath-Initiate",Base,Dedication,,212,222,217,10,FALSE,FALSE,,636,0.0225,TRUE,386,,636,"vacat 0.11 m.
          
          
            
              
            
            κατὰ τὸ [ἐπερώτημα] τῆς
          
          
            
              
            
            σεμνο[τάτης β]ουλῆς
          
          
            
              
            
            τῶν Φ · τ[ὴν ἀφ’] ἑστίας
          
          
            
              
            
            Αὐρ(ηλίαν) Παραμ̣[όν]α̣ν Αὐρ(ηλίου)
          
          
            
              5
            
            Παραμόνου θυγατέρα
          
          
            
              
            
            〚․․․〛 Λαμπτρέως, μη-
          
          
            
              
            
            τρὸς δὲ Αὐρηλίας
          
          
            
              
            
            Δηιδαμείας.
          
          
            
              
            
                      vacat 0.42 m.", κατὰ τὸ ἐπερώτημα τῆς σεμνοτάτης βουλῆς τῶν Φ τὴν ἀφ’ ἑστίας Αὐρηλίαν Παραμ̣όνα̣ν Αὐρηλίου Παραμόνου θυγατέρα Λαμπτρέως μη τρὸς δὲ Αὐρηλίας Δηιδαμείας ,152,22, κατὰ τὸ τῆς σεμνοουλῆς τῶν Φ τ ἑστίας Αὐρ Παραμ̣α̣ν Αὐρ Παραμόνου θυγατέρα Λαμπτρέως μη τρὸς δὲ Αὐρηλίας Δηιδαμείας ,117,19
699,637,"Statue Base for Apollonios, Son of Apollonios, Hierophant",Base,Verse,,210,220,215,10,FALSE,FALSE,,699,0.032,,387,,,,,,,,,
700,637,"Statue Base for Apollonios, Son of Apollonios, Hierophant",Base,Verse,,215,225,220,10,FALSE,FALSE,,700,0.032,,388,,,,,,,,,
638,638,Decree of the Athenians Concerning the Transport of the Sacred Objects,Base,Decree,South Wall,215,225,220,10,FALSE,FALSE,,638,0.018,,389,,638,"vacat
          
          
            
              
            
            [ἔδοξεν τ]ῶι δήμωι· Ἀραβιανὸ̣[ς ἦρχεν ․․․․c.8․․․․ ἐπρυ]-
          
          
            
              
            
            [τάνευε]ν· Εὔτυχος ἐγραμ[μάτευεν· ․․․․c.8․․․․ ἐπεστά]-
          
          
            
              
            
            [τει]· Δρυαντιανὸς ἄρχων̣ [τῶν Εὐμολπιδῶν εἶπεν]·
          
          
            
              
            
            [ἐπει]δὴ καὶ διατελοῦμε̣[ν ἐν τοῖς νῦν καθάπερ] κ̣αὶ
          
          
            
              5
            
            [δ]ι̣ὰ τῶν παρῳχημένων [χρόνων τελοῦντες τὰ μυ]στήρι-
          
          
            
              
            
            α, καὶ τὰ πάτρια προστάττ[ει τῶι γένει τῶν Εὐμο]λπιδῶν
          
          
            
              
            
            πεφροντικένα̣ι ὅπως ἂν [ἐν κόσμωι ἀχθ]είη τὰ ἱερὰ
          
          
            
              
            
            δεῦρο τ’ ἐκ τῆς̣ Ἐλευσεῖνο[ς καὶ πάλιν ἐκ το]ῦ̣ ἄστεως Ἐ%⁸⁰%⁸⁰-
          
          
            
              
            
            λευσεῖνάδε, ἀγαθῆι τύχ[ηι δεδόχθαι] τ̣ῶι δήμωι προσ-
          
          
            
              10
            
            τάξαι τῶι κοσμητῆι τῶν [ἐφήβων κ]α̣τὰ τὰ ἀρχαῖα νόμι-
          
          
            
              
            
            μα ἄ̣γειν Ἐλευσῖνάδε τοὺ[ς ἐφήβ]ους τῆι τρίτηι ἐπὶ δέ-
          
          
            
              
            
            κ̣[α] τοῦ Βοηδρομιῶνος με[τὰ το]ῦ εἰθισμένου σχήμα%⁸⁰-
          
          
            
              
            
            [τος] τῆς ἅμα ἱεροῖς πομπ[ῆς], ἵ̣να τῆι τετράδι ἐπὶ δέκα πα-
          
          
            
              
            
            [ραπ]έμψωσιν τὰ ἱερὰ μέχ[ρι] τοῦ Ἐλευσεινίου τοῦ ὑπὸ v
          
          
            
              15
            
            [τῆι π]όλει, ὡς ἂν κόσμο[ς] τ̣ε πλείων καὶ φρουρὰ μείζων v
          
          
            
              
            
            [περὶ] τὰ ἱερὰ ὑπάρχο[ι], ἐπειδὴ καὶ ὁ φαιδυντὴς τοῖν Θε%⁸⁰-
          
          
            
              
            
            [οῖν] ἀγγέλλει κα̣τὰ τὰ πάτρια τῆι ἱερείαι τῆς Ἀθηνᾶς ὡς
          
          
            
              
            
            [ἥκει τὰ] ἱερὰ κ[α]ὶ̣ ἡ παραπέμπουσα στρατιά· κατὰ τὰ αὐτὰ
          
          
            
              
            
            [δὲ τῆι] ἐνάτηι ἐπὶ δέκα τοῦ Βοηδρομιῶνος προσ-
          
          
            
              20
            
            [τάξα]ι̣ τῶι κοσμητῆι τῶν ἐφήβων ἄγειν τοὺς ἐφή[βους]
          
          
            
              
            
            [πάλιν Ἐ]λευσεῖνάδε μετὰ τοῦ αὐτοῦ σχήματος π̣[αραπέμ]-
          
          
            
              
            
            [πο]ντας τὰ ἱερά· μέλειν δὲ τούτου τῶι κατ’ ἐν̣[ιαυτὸν]
          
          
            
              
            
            κ̣οσμητῆι, ὅπως μηδέπ̣οτε τοῦτο ἐκλε̣[ιφθείη μη]-
          
          
            
              
            
            δὲ ὀλιγωρηθείη ποτὲ τὰ τῆς εὐσεβείας [τῆς πρὸς τὼ Θε]-
          
          
            
              25
            
            ώ. παραπέμπειν δὲ τοὺς ἐφήβους π[άντας, ἔχοντας]
          
          
            
              
            
            τὴν πανοπλίαν, ἐστεφανωμέν[ους μυρρίνης στεφά]-
          
          
            
              
            
            νωι, βαδείζοντας ἐν τάξει. ἐπ[εὶ] δ[ὲ προστάττομεν τοῖς ἐ]-
          
          
            
              
            
            φήβοις τὴν τοσαύτην ὁδοι̣π̣ορῆσαι π̣[ομπήν, αὐτοὺς]
          
          
            
              
            
            καὶ θυσιῶν καὶ σπονδῶν καὶ παιάνων τῶ[ν κατὰ τὴν]
          
          
            
              30
            
            ὁδὸν μεθέξειν, ὡς ἂν τ̣ά τε ἱερὰ μετὰ φρουρᾶ[ς ἰσχυρο]-
          
          
            
              
            
            τέρας καὶ πομπῆς μακροτέρας ἄγοιτο, v οἵ τε ἔφ[ηβοι]
          
          
            
              
            
            παρακολουθοῦντες τῆι περὶ τὸ θεῖον τῆς πόλεως̣ [vv]
          
          
            
              
            
            θεραπείαι καὶ ἄνδρες εὐσεβ̣έστεροι γείνοιντο· v μεθέ-
          
          
            
              
            
            ξουσιν δὲ̣ καὶ οἱ ἔφηβοι πάντες τῶν τε ἄλλων ὧν ἂν v
          
          
            
              35
            
            παρέχ̣[ηι τ]οῖς Εὐμολπίδαις ὁ ἄρχων τοῦ γένους, καὶ τῆ̣[ς]
          
          
            
              
            
            δ̣ι̣[αν]ο̣μῆς· γενέσθαι δὲ τὴν γνώμην ταύτην φα̣[νε%⁸⁰]-
          
          
            
              
            
            [ρ]ὰν καὶ τῆι ἐξ Ἀρείου πάγου βουλῆι καὶ τῆι βουλ̣[ῆι] τῶν v
          
          
            
              
            
            Φ v καὶ τῶι̣ ἱ̣εροφάντηι καὶ τῶι γένει τῶν Εὐ[μο]λ̣πιδῶν·
          
          
            
              
            
            ἀναγράψαι̣ δὲ τὸ ψήφισμα τοῦτο τὸν̣ [τα]μία̣[ν τ]οῦ γέ%⁸⁰-
          
          
            
              40
            
            νους τῶν Εὐμολπιδῶν ἐν τρισὶν [στή]λ̣αις κα̣ὶ στῆσαι
          
          
            
              
            
            τὴν μὲν ἐν Ἐλευσινίωι τῶι ὑπὸ̣ τ̣[ῆ]ι̣ πόλει, τὴν δὲ ἐν v
          
          
            
              
            
            τῶι Διογ̣ενείωι, τὴν δὲ ἐν Ἐλ̣ευσεῖνι ἐν τῶι ἱερῶι πρὸ
          
          
            
              
            
                                         τοῦ βου[λ]ευτηρίου.", ἔδοξεν τῶι δήμωι Ἀραβιανὸ̣ς ἦρχεν ἐπρυ τάνευεν Εὔτυχος ἐγραμμάτευεν ἐπεστά τει Δρυαντιανὸς ἄρχων̣ τῶν Εὐμολπιδῶν εἶπεν ἐπειδὴ καὶ διατελοῦμε̣ν ἐν τοῖς νῦν καθάπερ κ̣αὶ δι̣ὰ τῶν παρῳχημένων χρόνων τελοῦντες τὰ μυστήρι α καὶ τὰ πάτρια προστάττει τῶι γένει τῶν Εὐμολπιδῶν πεφροντικένα̣ι ὅπως ἂν ἐν κόσμωι ἀχθείη τὰ ἱερὰ δεῦρο τ’ ἐκ τῆς̣ Ἐλευσεῖνος καὶ πάλιν ἐκ τοῦ̣ ἄστεως Ἐ⁰⁰ λευσεῖνάδε ἀγαθῆι τύχηι δεδόχθαι τ̣ῶι δήμωι προσ τάξαι τῶι κοσμητῆι τῶν ἐφήβων κα̣τὰ τὰ ἀρχαῖα νόμι μα ἄ̣γειν Ἐλευσῖνάδε τοὺς ἐφήβους τῆι τρίτηι ἐπὶ δέ κ̣α τοῦ Βοηδρομιῶνος μετὰ τοῦ εἰθισμένου σχήμα⁰ τος τῆς ἅμα ἱεροῖς πομπῆς ἵ̣να τῆι τετράδι ἐπὶ δέκα πα ραπέμψωσιν τὰ ἱερὰ μέχρι τοῦ Ἐλευσεινίου τοῦ ὑπὸ τῆι πόλει ὡς ἂν κόσμος τ̣ε πλείων καὶ φρουρὰ μείζων περὶ τὰ ἱερὰ ὑπάρχοι ἐπειδὴ καὶ ὁ φαιδυντὴς τοῖν Θε⁰ οῖν ἀγγέλλει κα̣τὰ τὰ πάτρια τῆι ἱερείαι τῆς Ἀθηνᾶς ὡς ἥκει τὰ ἱερὰ καὶ̣ ἡ παραπέμπουσα στρατιά κατὰ τὰ αὐτὰ δὲ τῆι ἐνάτηι ἐπὶ δέκα τοῦ Βοηδρομιῶνος προσ τάξαι̣ τῶι κοσμητῆι τῶν ἐφήβων ἄγειν τοὺς ἐφήβους πάλιν Ἐλευσεῖνάδε μετὰ τοῦ αὐτοῦ σχήματος π̣αραπέμ ποντας τὰ ἱερά μέλειν δὲ τούτου τῶι κατ’ ἐν̣ιαυτὸν κ̣οσμητῆι ὅπως μηδέπ̣οτε τοῦτο ἐκλε̣ιφθείη μη δὲ ὀλιγωρηθείη ποτὲ τὰ τῆς εὐσεβείας τῆς πρὸς τὼ Θε ώ παραπέμπειν δὲ τοὺς ἐφήβους πάντας ἔχοντας τὴν πανοπλίαν ἐστεφανωμένους μυρρίνης στεφά νωι βαδείζοντας ἐν τάξει ἐπεὶ δὲ προστάττομεν τοῖς ἐ φήβοις τὴν τοσαύτην ὁδοι̣π̣ορῆσαι π̣ομπήν αὐτοὺς καὶ θυσιῶν καὶ σπονδῶν καὶ παιάνων τῶν κατὰ τὴν ὁδὸν μεθέξειν ὡς ἂν τ̣ά τε ἱερὰ μετὰ φρουρᾶς ἰσχυρο τέρας καὶ πομπῆς μακροτέρας ἄγοιτο οἵ τε ἔφηβοι παρακολουθοῦντες τῆι περὶ τὸ θεῖον τῆς πόλεως̣ θεραπείαι καὶ ἄνδρες εὐσεβ̣έστεροι γείνοιντο μεθέ ξουσιν δὲ̣ καὶ οἱ ἔφηβοι πάντες τῶν τε ἄλλων ὧν ἂν παρέχ̣ηι τοῖς Εὐμολπίδαις ὁ ἄρχων τοῦ γένους καὶ τῆ̣ς δ̣ι̣ανο̣μῆς γενέσθαι δὲ τὴν γνώμην ταύτην φα̣νε⁰ ρὰν καὶ τῆι ἐξ Ἀρείου πάγου βουλῆι καὶ τῆι βουλ̣ῆι τῶν Φ καὶ τῶι̣ ἱ̣εροφάντηι καὶ τῶι γένει τῶν Εὐμολ̣πιδῶν ἀναγράψαι̣ δὲ τὸ ψήφισμα τοῦτο τὸν̣ ταμία̣ν τοῦ γέ⁰ νους τῶν Εὐμολπιδῶν ἐν τρισὶν στήλ̣αις κα̣ὶ στῆσαι τὴν μὲν ἐν Ἐλευσινίωι τῶι ὑπὸ̣ τ̣ῆι̣ πόλει τὴν δὲ ἐν τῶι Διογ̣ενείωι τὴν δὲ ἐν Ἐλ̣ευσεῖνι ἐν τῶι ἱερῶι πρὸ τοῦ βουλευτηρίου,2112,352, ῶι δήμωι Ἀραβιανὸ̣ ν Εὔτυχος ἐγραμ Δρυαντιανὸς ἄρχων̣ δὴ καὶ διατελοῦμε̣ κ̣αὶ ι̣ὰ τῶν παρῳχημένων στήρι α καὶ τὰ πάτρια προστάττλπιδῶν πεφροντικένα̣ι ὅπως ἂν είη τὰ ἱερὰ δεῦρο τ’ ἐκ τῆς̣ Ἐλευσεῖνοῦ̣ ἄστεως Ἐ⁰⁰ λευσεῖνάδε ἀγαθῆι τύχ τ̣ῶι δήμωι προσ τάξαι τῶι κοσμητῆι τῶν α̣τὰ τὰ ἀρχαῖα νόμι μα ἄ̣γειν Ἐλευσῖνάδε τοὺους τῆι τρίτηι ἐπὶ δέ κ̣ τοῦ Βοηδρομιῶνος μεῦ εἰθισμένου σχήμα⁰ τῆς ἅμα ἱεροῖς πομπ ἵ̣να τῆι τετράδι ἐπὶ δέκα πα έμψωσιν τὰ ἱερὰ μέχ τοῦ Ἐλευσεινίου τοῦ ὑπὸ όλει ὡς ἂν κόσμο τ̣ε πλείων καὶ φρουρὰ μείζων τὰ ἱερὰ ὑπάρχο ἐπειδὴ καὶ ὁ φαιδυντὴς τοῖν Θε⁰ ἀγγέλλει κα̣τὰ τὰ πάτρια τῆι ἱερείαι τῆς Ἀθηνᾶς ὡς ἱερὰ κὶ̣ ἡ παραπέμπουσα στρατιά κατὰ τὰ αὐτὰ ἐνάτηι ἐπὶ δέκα τοῦ Βοηδρομιῶνος προσ ι̣ τῶι κοσμητῆι τῶν ἐφήβων ἄγειν τοὺς ἐφή λευσεῖνάδε μετὰ τοῦ αὐτοῦ σχήματος π̣ ντας τὰ ἱερά μέλειν δὲ τούτου τῶι κατ’ ἐν̣ κ̣οσμητῆι ὅπως μηδέπ̣οτε τοῦτο ἐκλε̣ δὲ ὀλιγωρηθείη ποτὲ τὰ τῆς εὐσεβείας ώ παραπέμπειν δὲ τοὺς ἐφήβους π τὴν πανοπλίαν ἐστεφανωμέν νωι βαδείζοντας ἐν τάξει ἐπ δ φήβοις τὴν τοσαύτην ὁδοι̣π̣ορῆσαι π̣ καὶ θυσιῶν καὶ σπονδῶν καὶ παιάνων τῶ ὁδὸν μεθέξειν ὡς ἂν τ̣ά τε ἱερὰ μετὰ φρουρᾶ τέρας καὶ πομπῆς μακροτέρας ἄγοιτο οἵ τε ἔφ παρακολουθοῦντες τῆι περὶ τὸ θεῖον τῆς πόλεως̣ θεραπείαι καὶ ἄνδρες εὐσεβ̣έστεροι γείνοιντο μεθέ ξουσιν δὲ̣ καὶ οἱ ἔφηβοι πάντες τῶν τε ἄλλων ὧν ἂν παρέχ̣οῖς Εὐμολπίδαις ὁ ἄρχων τοῦ γένους καὶ τῆ̣ δ̣ι̣ο̣μῆς γενέσθαι δὲ τὴν γνώμην ταύτην φα̣ ὰν καὶ τῆι ἐξ Ἀρείου πάγου βουλῆι καὶ τῆι βουλ̣ τῶν Φ καὶ τῶι̣ ἱ̣εροφάντηι καὶ τῶι γένει τῶν Εὐλ̣πιδῶν ἀναγράψαι̣ δὲ τὸ ψήφισμα τοῦτο τὸν̣ μία̣οῦ γέ⁰ νους τῶν Εὐμολπιδῶν ἐν τρισὶν λ̣αις κα̣ὶ στῆσαι τὴν μὲν ἐν Ἐλευσινίωι τῶι ὑπὸ̣ τ̣ι̣ πόλει τὴν δὲ ἐν τῶι Διογ̣ενείωι τὴν δὲ ἐν Ἐλ̣ευσεῖνι ἐν τῶι ἱερῶι πρὸ τοῦ βουευτηρίου,1708,297
639,639,"Statue Base for Honoratiane Polykharmis, Daughter of Honoratianos Polykharmos, Hearth-Initiate",Base,Dedication,North of the Telesterion,215,225,220,10,FALSE,FALSE,,639,0.025,,390,,639,"1
            
            Ὁνωρατιανὴν ❦
          
          
            
              
            
            Πολυχαρμίδα
          
          
            
              
            
            τὴν καὶ Φαιναρέ-
          
          
            
              
            
            την Ὁνωρατιανοῦ
          
          
            
              5
            
            Πολυχάρμου v καὶ
          
          
            
              
            
            Κλαυδίας Θεμιστο-
          
          
            
              
            
            κλείας θυγατέρα,
          
          
            
              
            
            Κλαυδίων Πραξα-
          
          
            
              
            
            γόρου καὶ Φιλίππου
          
          
            
              10
            
            τῶν δᾳδουχησάν-
          
          
            
              
            
            των ἀπόγονον,
          
          
            
              
            
            τὴν ἀφ’ ἑστίας.", Ὁνωρατιανὴν Πολυχαρμίδα τὴν καὶ Φαιναρέ την Ὁνωρατιανοῦ Πολυχάρμου καὶ Κλαυδίας Θεμιστο κλείας θυγατέρα Κλαυδίων Πραξα γόρου καὶ Φιλίππου τῶν δᾳδουχησάν των ἀπόγονον τὴν ἀφ’ ἑστίας,181,25, Ὁνωρατιανὴν Πολυχαρμίδα τὴν καὶ Φαιναρέ την Ὁνωρατιανοῦ Πολυχάρμου καὶ Κλαυδίας Θεμιστο κλείας θυγατέρα Κλαυδίων Πραξα γόρου καὶ Φιλίππου τῶν δᾳδουχησάν των ἀπόγονον τὴν ἀφ’ ἑστίας,181,25
640,640,"Dedication Honoring an Unknown Fabius [-], Hearth Initiate",Base,Dedication,,225,250,237.5,25,FALSE,TRUE,,640,0.02,,391,,640,"frg. a
            
            [— — — — — — — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — —]#⁷Α̣Ν[— — — — — —]
          
          
            
              
            
            [μυηθέντα ἀφ’ ἑ]στίας · συνκλητικὸ[ν — — — —]
          
          
            
              
            
            [— — — — — χιλία]ρχον · λεγιῶνο[ς — — ταμίαν]
          
          
            
              
            
            [ἐπαρχείας  Μακεδ]ονίας τΙ̣[— — — — — — — —]
          
          
            
              5
            
            [— — — — — — — —]Ο̣Υ · Λ[— — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — — — — —]
          
          
            
              
            
             
          
          
            
              frg. b.6
            
            [— — — — — — —]Σ̣[— — —]
          
          
            
              
            
            [․․5․․․] Φλα̣βί̣ας Προκ[ληιανῆς]
          
          
            
              
            
            ἀρχιερεία̣ς τ̣ῆ̣ς Μ̣ητρὸ̣ς [τῶν Θεῶν]
          
          
            
              
            
            Βοιωτίας · υἱόν, vacat
          
          
            
              10
            
            πατέρα̣ Φαβίων · Δημητρίο[υ]
          
          
            
              
            
            καὶ Α̣ἰμελιανο̣[ῦ κ]α̣ὶ̣ Πρ̣ό̣κ[λου]
          
          
            
              
            
            vac. συνκ[λητικῶν].
          
          
            
              
            
             
          
          
            
              frg. c
            
            [— — — — — — — — — — —]
          
          
            
              13
            
            [— — — — — — — — — —]Ι̣ενου
          
          
            
              
            
            [— — — — — — — — — —]#⁷ου
          
          
            
              15
            
            [— — — — — — — — — —]ων
          
          
            
              
            
            [— — — — — — — — — — —]", Α̣Ν μυηθέντα ἀφ’ ἑστίας συνκλητικὸν χιλίαρχον λεγιῶνος ταμίαν ἐπαρχείας Μακεδονίας τΙ̣ Ο̣Υ Λ Σ̣ Φλα̣βί̣ας Προκληιανῆς ἀρχιερεία̣ς τ̣ῆ̣ς Μ̣ητρὸ̣ς τῶν Θεῶν Βοιωτίας υἱόν πατέρα̣ Φαβίων Δημητρίου καὶ Α̣ἰμελιανο̣ῦ κα̣ὶ̣ Πρ̣ό̣κλου συνκλητικῶν Ι̣ενου ου ων ,252,34, Α̣Ν στίας συνκλητικὸ ρχον λεγιῶνο ονίας τΙ̣ Ο̣Υ Λ Σ̣ Φλα̣βί̣ας Προκ ἀρχιερεία̣ς τ̣ῆ̣ς Μ̣ητρὸ̣ς Βοιωτίας υἱόν πατέρα̣ Φαβίων Δημητρίο καὶ Α̣ἰμελιανο̣α̣ὶ̣ Πρ̣ό̣κ συνκ Ι̣ενου ου ων ,179,27
641,641,"Statue Base for Eunike, Daughter of Kallaischoros of Phillaidai",Base,Dedication,,225,250,237.5,25,FALSE,TRUE,,641,0.023,,392,,641,"1
            
            [․․․․8․․․․ Ε]ὐ̣ννίκη[ν] Κ̣αλλα-
          
          
            
              
            
            [ίσχρου Φιλ]άδου θυγ̣α̣τέρα
          
          
            
              
            
            [․․․․8․․․․] Σηδάτα τ[ὴ]ν ἡαυτ-
          
          
            
              
            
            [%⁸⁰%⁸⁰%⁸⁰%⁸⁰ῆς φί]λ̣ην vv εὐνοίας vv
          
          
            
              5
            
            [vv ἕνεκα κ]αὶ εὐσεβεία[ς] vac.
          
          
            
              
            
            [vv τῆς εἰς] τὰς Θε̣[ὰς ἀνέ]θηκεν.", Εὐ̣ννίκην Κ̣αλλα ίσχρου Φιλάδου θυγ̣α̣τέρα Σηδάτα τὴν ἡαυτ ⁰⁰⁰⁰ῆς φίλ̣ην εὐνοίας ἕνεκα καὶ εὐσεβείας τῆς εἰς τὰς Θε̣ὰς ἀνέθηκεν,128,19, ὐ̣ννίκη Κ̣αλλα άδου θυγ̣α̣τέρα Σηδάτα τν ἡαυτ λ̣ην εὐνοίας αὶ εὐσεβεία τὰς Θε̣θηκεν,84,13
642,642,"Statue Base for Polyelos Xeinagorou, Hearth-Initiate",Stele,Dedication,Between the Propylaea,225,250,237.5,25,FALSE,FALSE,,642,,,393,,642,"1
            
            μυστῶν ἡγητῆρα
          
          
            
              
            
            Πολύζηλον, πατρὸς
          
          
            
              
            
            ἐσθλοῦ / Ξειναγόρου
          
          
            
              
            
            μητρός θ’ Ἑρμιππίδος,
          
          
            
              5
            
            ἐν ζαθέοισιν / εἷσε Θεαῖν
          
          
            
              
            
            [δαπέδοισιν ἑὸν Νεό]φρων
          
          
            
              
            
            [γενετῆρα].", μυστῶν ἡγητῆρα Πολύζηλον πατρὸς ἐσθλοῦ / Ξειναγόρου μητρός θ’ Ἑρμιππίδος ἐν ζαθέοισιν / εἷσε Θεαῖν δαπέδοισιν ἑὸν Νεόφρων γενετῆρα,131,19, μυστῶν ἡγητῆρα Πολύζηλον πατρὸς ἐσθλοῦ / Ξειναγόρου μητρός θ’ Ἑρμιππίδος ἐν ζαθέοισιν / εἷσε Θεαῖν φρων ,105,16
