ID,Text,Clean Text,Diplomatic Text
636,"vacat 0.11 m.
          
          
            
              
            
            κατὰ τὸ [ἐπερώτημα] τῆς
          
          
            
              
            
            σεμνο[τάτης β]ουλῆς
          
          
            
              
            
            τῶν Φ · τ[ὴν ἀφ’] ἑστίας
          
          
            
              
            
            Αὐρ(ηλίαν) Παραμ̣[όν]α̣ν Αὐρ(ηλίου)
          
          
            
              5
            
            Παραμόνου θυγατέρα
          
          
            
              
            
            〚․․․〛 Λαμπτρέως, μη-
          
          
            
              
            
            τρὸς δὲ Αὐρηλίας
          
          
            
              
            
            Δηιδαμείας.
          
          
            
              
            
                      vacat 0.42 m.",κατὰ τὸ ἐπερώτημα τῆς σεμνοτάτης βουλῆς τῶν Φ τὴν ἀφ’ ἑστίας Αὐρηλίαν Παραμ̣όνα̣ν Αὐρηλίου Παραμόνου θυγατέρα Λαμπτρέως μη τρὸς δὲ Αὐρηλίας Δηιδαμείας,κατὰ τὸ τῆς σεμνοουλῆς τῶν Φ τ ἑστίας Αὐρ Παραμ̣α̣ν Αὐρ Παραμόνου θυγατέρα Λαμπτρέως μη τρὸς δὲ Αὐρηλίας Δηιδαμείας
635,"1
            
            κατὰ τὸ ἐπε-
          
          
            
              
            
            ρώτημα τῶν σ<ε>-
          
          
            
              
            
            μνοτάτων Ἀ-
          
          
            
              
            
            ρεοπαγειτῶν
          
          
            
              5
            
            τὴν ἀφ’ ἑστίας
          
          
            
              
            
            Αὐρ(ηλίαν) Μάγναν
          
          
            
              
            
            τὴν καὶ Ἑρμιό-
          
          
            
              
            
            νην οἱ γονεῖς
          
          
            
              
            
            Αὐρ(ήλιος) Ἐπαφρό-
          
          
            
              10
            
            δειτος Ἀσκλη-
          
          
            
              
            
            πιάδου Πιτθεὺς
          
          
            
              
            
            καὶ Αὐρ(ηλία) Μάγνα Ͻ
          
          
            
              
            
            ἐκ Πιτθέων.",κατὰ τὸ ἐπε ρώτημα τῶν σε μνοτάτων Ἀ ρεοπαγειτῶν τὴν ἀφ’ ἑστίας Αὐρηλίαν Μάγναν τὴν καὶ Ἑρμιό νην οἱ γονεῖς Αὐρήλιος Ἐπαφρό δειτος Ἀσκλη πιάδου Πιτθεὺς καὶ Αὐρηλία Μάγνα Ͻ ἐκ Πιτθέων,κατὰ τὸ ἐπε ρώτημα τῶν σ μνοτάτων Ἀ ρεοπαγειτῶν τὴν ἀφ’ ἑστίας Αὐρ Μάγναν τὴν καὶ Ἑρμιό νην οἱ γονεῖς Αὐρ Ἐπαφρό δειτος Ἀσκλη πιάδου Πιτθεὺς καὶ Αὐρ Μάγνα Ͻ ἐκ Πιτθέων
634,"1
            
            Πτολεμαῖον Σε-
          
          
            
              
            
            ρήνου φοινικάρχου
          
          
            
              
            
            υἱὸν Γαζαῖον καὶ ἄ̣λ-
          
          
            
              
            
            λων πόλεων πολίτην
          
          
            
              5
            
            εὐνοίας ἕνεκεν τῆς εἰς τὴν
          
          
            
              
            
            πόλιν καὶ ἀρετῆς καὶ τῆς π̣[ε]-
          
          
            
              
            
            ρὶ λόγους ἀσκήσεως ἀμει-
          
          
            
              
            
            βόμενοι ἀνέστησαν οἱ σεμνό-
          
          
            
              
            
            τατοι Ἀρεοπαγῖται παρὰ ταῖς
          
          
            
              10
            
            Θεαῖς.",Πτολεμαῖον Σε ρήνου φοινικάρχου υἱὸν Γαζαῖον καὶ ἄ̣λ λων πόλεων πολίτην εὐνοίας ἕνεκεν τῆς εἰς τὴν πόλιν καὶ ἀρετῆς καὶ τῆς π̣ε ρὶ λόγους ἀσκήσεως ἀμει βόμενοι ἀνέστησαν οἱ σεμνό τατοι Ἀρεοπαγῖται παρὰ ταῖς Θεαῖς,Πτολεμαῖον Σε ρήνου φοινικάρχου υἱὸν Γαζαῖον καὶ ἄ̣λ λων πόλεων πολίτην εὐνοίας ἕνεκεν τῆς εἰς τὴν πόλιν καὶ ἀρετῆς καὶ τῆς π̣ ρὶ λόγους ἀσκήσεως ἀμει βόμενοι ἀνέστησαν οἱ σεμνό τατοι Ἀρεοπαγῖται παρὰ ταῖς Θεαῖς
633,"1
            
            [․․․․․․c.12․․․․․․]ίαν Ῥουφεῖναν [❦] Ἰούλ(ιος) ❦ Μουσώνιος
          
          
            
              
            
            [κῆρυξ τ]ῆ[ς] ἐξ Ἀρε̣ίου πάγου βουλῆ[ς], στρατηγὸς ἐπὶ τοὺς
          
          
            
              
            
            [ὁπλίτας], ἀγωνοθέτης Ὀλυμπ̣[ι]είων, Διὸς Ὀλυμπί-
          
          
            
              
            
            [%⁸⁰ου ἱερεὺ]ς Ἀθ̣ήνησιν, φαιδυντὴ̣ς ἐν Ὀλυμπίᾳ v
          
          
            
              5
            
            [❦               ] τὴ̣ν ἀρίστην γυνα̣ῖκα      ❦
          
          
            
              
            
            [❦         Ἰουλ]ίου Ἱεροκήρυκ[ο]ς̣ μητέρα. ❦",ίαν Ῥουφεῖναν Ἰούλιος Μουσώνιος κῆρυξ τῆς ἐξ Ἀρε̣ίου πάγου βουλῆς στρατηγὸς ἐπὶ τοὺς ὁπλίτας ἀγωνοθέτης Ὀλυμπ̣ιείων Διὸς Ὀλυμπί ⁰ου ἱερεὺς Ἀθ̣ήνησιν φαιδυντὴ̣ς ἐν Ὀλυμπίᾳ τὴ̣ν ἀρίστην γυνα̣ῖκα Ἰουλίου Ἱεροκήρυκος̣ μητέρα,ίαν Ῥουφεῖναν Ἰούλ Μουσώνιος ῆ ἐξ Ἀρε̣ίου πάγου βουλῆ στρατηγὸς ἐπὶ τοὺς ἀγωνοθέτης Ὀλυμπ̣είων Διὸς Ὀλυμπί ς Ἀθ̣ήνησιν φαιδυντὴ̣ς ἐν Ὀλυμπίᾳ τὴ̣ν ἀρίστην γυνα̣ῖκα ίου Ἱεροκήρυκς̣ μητέρα
632,"1
            
            ἡ ἐξ Ἀρείου πάγου
          
          
            
              
            
            βουλὴ καὶ ἡ βουλὴ
          
          
            
              
            
            τῶν · Φ · καὶ ὁ̣ δῆμος
          
          
            
              
            
            ὁ Ἀθηναίων Κλαυδί-
          
          
            
              5
            
            αν Μενάνδραν, Κλαυ-
          
          
            
              
            
            δίου Φιλίππο̣υ τοῦ
          
          
            
              
            
            δᾳδο̣υχήσαντο̣ς θ̣υγατέ-
          
          
            
              
            
            ρα, Κλαυ(δίου) Δημοστράτου ἔγ-
          
          
            
              
            
            γονον, Αἰλ(ίου) Πραξαγόρου ἀ-
          
          
            
              10
            
            πόγονον, ἀρετῆς ἕνεκεν.",ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ̣ δῆμος ὁ Ἀθηναίων Κλαυδί αν Μενάνδραν Κλαυ δίου Φιλίππο̣υ τοῦ δᾳδο̣υχήσαντο̣ς θ̣υγατέ ρα Κλαυδίου Δημοστράτου ἔγ γονον Αἰλίου Πραξαγόρου ἀ πόγονον ἀρετῆς ἕνεκεν,ἡ ἐξ Ἀρείου πάγου βουλὴ καὶ ἡ βουλὴ τῶν Φ καὶ ὁ̣ δῆμος ὁ Ἀθηναίων Κλαυδί αν Μενάνδραν Κλαυ δίου Φιλίππο̣υ τοῦ δᾳδο̣υχήσαντο̣ς θ̣υγατέ ρα Κλαυ Δημοστράτου ἔγ γονον Αἰλ Πραξαγόρου ἀ πόγονον ἀρετῆς ἕνεκεν
631,"1
            
             ἱεροφάντης
          
          
            
              
            
            Ἀπολινάριος {²⁶Ἀπολλινάριος}²⁶.",ἱεροφάντης Ἀπολινάριος Ἀπολλινάριος,ἱεροφάντης Ἀπολινάριος
630,"1
            
            〚— — — — — — — — — — — —〛
          
          
            
              
            
            [οἰκεῖ]ον [τ]ῶν μεγίστων καὶ θει-
          
          
            
              
            
            [οτάτ]ων αὐτοκρατόρων · Λ(ουκίου) · Σεπτι-
          
          
            
              
            
            [μίου] Σεουήρου Εὐσεβοῦς Περ-
          
          
            
              5
            
            [τίνακος] Σεβαστοῦ καὶ · Μ(άρκου) · Αὐρηλίου
          
          
            
              
            
            [Ἀντων]‵είν′ου καὶ · Π(οπλίου) · Σεπτιμίου Γέτα
          
          
            
              
            
            [Καίσαρο]ς δὶς ὕπατον Φούλβιον
          
          
            
              
            
            〚[Πλαυτιαν]ὸν πρ[ο]στάτην καὶ ε[ὐ]〛-
          
          
            
              
            
            [εργέτη]ν̣  ἡ πόλις.",οἰκεῖον τῶν μεγίστων καὶ θει οτάτων αὐτοκρατόρων Λουκίου Σεπτι μίου Σεουήρου Εὐσεβοῦς Περ τίνακος Σεβαστοῦ καὶ Μάρκου Αὐρηλίου Ἀντων‵είν′ου καὶ Ποπλίου Σεπτιμίου Γέτα Καίσαρος δὶς ὕπατον Φούλβιον Πλαυτιανὸν προστάτην καὶ εὐ εργέτην̣  ἡ πόλις,ον ῶν μεγίστων καὶ θει ων αὐτοκρατόρων Λ Σεπτι Σεουήρου Εὐσεβοῦς Περ Σεβαστοῦ καὶ Μ Αὐρηλίου ‵είν′ου καὶ Π Σεπτιμίου Γέτα ς δὶς ὕπατον Φούλβιον ν̣  ἡ πόλις
629,"[— — — — — — — — — —]
          
          
            
              
            
            [․․․․․10․․․․․]εως̣ [καὶ ἐπιτρό]-
          
          
            
              
            
            [που τοῦ] ἱερωτάτου τα̣[μιείου]
          
          
            
              
            
            [τῆς Ἀσ]ί̣ας καὶ τὴν καθέ[δραν ἔ]-
          
          
            
              
            
            [χοντ]ος ἐν τῇ βασιλευο[ύσῃ πό]-
          
          
            
              5
            
            [λει Ῥ]ωμαίων τοῦ σο̣[φιστοῦ]
          
          
            
              
            
            [τὴν] γυναῖκα, τῆς εἰ[ς τὴν]
          
          
            
              
            
            [πατ]ρίδα καὶ τὸν ἄνδ[ρα εὐ]-
          
          
            
              
            
            [νοία]ς · Λικ(ίννιος) · Καλλιστόμ̣[αχος]
          
          
            
              
            
            [vac.] τὴν ἀδελφὴν [vac.]
          
          
            
              10
            
            [vv τ]ὴν προτήθην̣ [vac.]
          
          
            
              
            
            [․․ο]ς Κλ(αύδιος) Καλλιστόμα[χος].",εως̣ καὶ ἐπιτρό που τοῦ ἱερωτάτου τα̣μιείου τῆς Ἀσί̣ας καὶ τὴν καθέδραν ἔ χοντος ἐν τῇ βασιλευούσῃ πό λει Ῥωμαίων τοῦ σο̣φιστοῦ τὴν γυναῖκα τῆς εἰς τὴν πατρίδα καὶ τὸν ἄνδρα εὐ νοίας Λικίννιος Καλλιστόμ̣αχος τὴν ἀδελφὴν τὴν προτήθην̣ ος Κλαύδιος Καλλιστόμαχος,εως̣ ἱερωτάτου τα̣ ί̣ας καὶ τὴν καθέ ος ἐν τῇ βασιλευο ωμαίων τοῦ σο̣ γυναῖκα τῆς εἰ ρίδα καὶ τὸν ἄνδ ς Λικ Καλλιστόμ̣ τὴν ἀδελφὴν ὴν προτήθην̣ ς Κλ Καλλιστόμα
628,"1
            
            παῖδα Ξειναγόρα καὶ Πραξα̣-
          
          
            
              
            
            γόρας ἐσορᾷς με / τὸν μύσ-
          
          
            
              
            
            την Δηοῦς, Ξειναγόραν
          
          
            
              
            
                         ὄνομα.",παῖδα Ξειναγόρα καὶ Πραξα̣ γόρας ἐσορᾷς με / τὸν μύσ την Δηοῦς Ξειναγόραν ὄνομα,παῖδα Ξειναγόρα καὶ Πραξα̣ γόρας ἐσορᾷς με / τὸν μύσ την Δηοῦς Ξειναγόραν ὄνομα
627,"1
            
               ἀ̣[γαθῆι τύχηι]
          
          
            
              
            
            Πό[πλιον Ἑρέννιον]
          
          
            
              
            
            Πτ[ολεμαῖον Ἕρμειον]
          
          
            
              
            
            [— — — — — — — —]",ἀ̣γαθῆι τύχηι Πόπλιον Ἑρέννιον Πτολεμαῖον Ἕρμειον,ἀ̣ Πό Πτ
626,"1
            
                          ἡ πόλις
          
          
            
              
            
            τὸν κήρυκα τῆς ἐξ Ἀρείου
          
          
            
              
            
            πάγου βουλῆς Πό(πλιον) Ἑρέννιον
          
          
            
              
            
            Πτολεμαῖον Πο(πλίου) Ἑρεννίου
          
          
            
              5
            
            ἱεροκήρυκος υἱὸν τὸν
          
          
            
              
            
                        σοφιστήν.",ἡ πόλις τὸν κήρυκα τῆς ἐξ Ἀρείου πάγου βουλῆς Πόπλιον Ἑρέννιον Πτολεμαῖον Ποπλίου Ἑρεννίου ἱεροκήρυκος υἱὸν τὸν σοφιστήν,ἡ πόλις τὸν κήρυκα τῆς ἐξ Ἀρείου πάγου βουλῆς Πό Ἑρέννιον Πτολεμαῖον Πο Ἑρεννίου ἱεροκήρυκος υἱὸν τὸν σοφιστήν
625,"1
            
            ❦ Μ(άρκῳ) ❦ Γα̣β̣ίῳ ❦ Γαλλικα̣ν̣ῷ̣
          
          
            
              
            
            [Μ(άρκου) Γαβίου] Σ̣κυ̣[ίλλου υἱῷ]
          
          
            
              
            
            [Μ(άρκου) Γαβίου Σ]κυίλ̣[λου υἱωνῷ]
          
          
            
              
            
            [vac. ἀν]θ̣υπάτῳ ❦ Ἀσίας    vac.
          
          
            
              5
            
            [vac. Εὐ]μολπίδηι    vac.
          
          
            
              
            
                                      vacat",Μάρκῳ Γα̣β̣ίῳ Γαλλικα̣ν̣ῷ̣ Μάρκου Γαβίου Σ̣κυ̣ίλλου υἱῷ Μάρκου Γαβίου Σκυίλ̣λου υἱωνῷ ἀνθ̣υπάτῳ Ἀσίας Εὐμολπίδηι,Μ Γα̣β̣ίῳ Γαλλικα̣ν̣ῷ̣ Σ̣κυ̣ κυίλ̣ θ̣υπάτῳ Ἀσίας μολπίδηι
624,"1
            
            Δήμητρι καὶ Κόρηι
          
          
            
              
            
            ἡ ἱερὰ γερουσία Μ(ᾶρκον) Αὐρήλιον
          
          
            
              
            
            λιθοφόρον Πρόσδεκτον
          
          
            
              
            
            Πιστοκράτους Κεφαλῆθεν
          
          
            
              5
            
            πρεσβεύσαντα προῖκα,
          
          
            
              
            
            τιμηθέντα δὲ ὑπὸ θεοῦ
          
          
            
              
            
            Κομμόδου τῇ Ῥωμαίων
          
          
            
              
            
            πολιτείᾳ, ἄρξαντα τοῦ
          
          
            
              
            
            Κηρύκων γένους, ἄρξαν-
          
          
            
              10
            
            τα τῆς ἱερᾶς γερουσίας,
          
          
            
              
            
            εὐσεβείας ἕνεκα.
          
          
            
              
            
            Ἀττικὸς Εὐδόξου Σφήττιος ἐποίησε.",Δήμητρι καὶ Κόρηι ἡ ἱερὰ γερουσία Μᾶρκον Αὐρήλιον λιθοφόρον Πρόσδεκτον Πιστοκράτους Κεφαλῆθεν πρεσβεύσαντα προῖκα τιμηθέντα δὲ ὑπὸ θεοῦ Κομμόδου τῇ Ῥωμαίων πολιτείᾳ ἄρξαντα τοῦ Κηρύκων γένους ἄρξαν τα τῆς ἱερᾶς γερουσίας εὐσεβείας ἕνεκα Ἀττικὸς Εὐδόξου Σφήττιος ἐποίησε,Δήμητρι καὶ Κόρηι ἡ ἱερὰ γερουσία Μ Αὐρήλιον λιθοφόρον Πρόσδεκτον Πιστοκράτους Κεφαλῆθεν πρεσβεύσαντα προῖκα τιμηθέντα δὲ ὑπὸ θεοῦ Κομμόδου τῇ Ῥωμαίων πολιτείᾳ ἄρξαντα τοῦ Κηρύκων γένους ἄρξαν τα τῆς ἱερᾶς γερουσίας εὐσεβείας ἕνεκα Ἀττικὸς Εὐδόξου Σφήττιος ἐποίησε
623,"1
            
            κατὰ τὰ δόξαντα  τῇ [ἐξ]
          
          
            
              
            
            [Ἀρεί]ου πάγου βουλῇ
          
          
            
              
            
            Σεκοῦνδον Ἀτ[τικὸς]
          
          
            
              
            
            Εὐδό[ξ]ου Σφήττ[ιος]
          
          
            
              5
            
            τὸν Εὐμολπίδην.",κατὰ τὰ δόξαντα  τῇ ἐξ Ἀρείου πάγου βουλῇ Σεκοῦνδον Ἀττικὸς Εὐδόξου Σφήττιος τὸν Εὐμολπίδην,κατὰ τὰ δόξαντα  τῇ ου πάγου βουλῇ Σεκοῦνδον Ἀτ Εὐδόου Σφήττ τὸν Εὐμολπίδην
622,"1
            
            [— — — — — — c.27 — — — — — —],
          
          
            
              
            
            ἄρξαντος τὴν  ἐπώ[νυμον ἀρχήν υἱόν],
          
          
            
              
            
            Τιβ(ερίου) · Κλ(αυδίου) · Σώσπιδος δᾳ[δούχου υἱωνόν],
          
          
            
              
            
            Τιβ(ερίου) · Κλ(αυδίου) · Λυσιάδου δᾳδ̣[ούχου ἔκγονον],
          
          
            
              5
            
            Τιβ(ερίου) · Κλ(αυδίου) · Λεωνίδου δ<ᾳ>δούχου [ἀπόγονον],
          
          
            
              
            
            συνκλητικῶν ἀνε[ψιόν, ․․․․8․․․․ τὸ]
          
          
            
              
            
            ἐννεακαιδέκατο[ν, ․․․․․․12․․․․․․],
          
          
            
              
            
            διὰ βίου διπλῷ τῷ π[․․․․․․13․․․․․․․]
          
          
            
              
            
            λογιστὴν κατὰ πε[ρίοδον ․․․․8․․․․]
          
          
            
              10
            
            Ἐπιδαυρίοις, Χαιρω[νεῦσι, ․․․․8․․․․]
          
          
            
              
            
            Κορωνεῦσι, Θηβαί̣[οις, ․․․․․10․․․․․]
          
          
            
              
            
            τῆς τε ἄλλης ἀρετῆς [καὶ εὐσεβείας]
          
          
            
              
            
                     vacat              ἕ[νεκα].",ἄρξαντος τὴν ἐπώνυμον ἀρχήν υἱόν Τιβερίου Κλαυδίου Σώσπιδος δᾳδούχου υἱωνόν Τιβερίου Κλαυδίου Λυσιάδου δᾳδ̣ούχου ἔκγονον Τιβερίου Κλαυδίου Λεωνίδου δᾳδούχου ἀπόγονον συνκλητικῶν ἀνεψιόν τὸ ἐννεακαιδέκατον διὰ βίου διπλῷ τῷ π λογιστὴν κατὰ περίοδον Ἐπιδαυρίοις Χαιρωνεῦσι Κορωνεῦσι Θηβαί̣οις τῆς τε ἄλλης ἀρετῆς καὶ εὐσεβείας ἕνεκα,ἄρξαντος τὴν ἐπώ Τιβ Κλ Σώσπιδος δᾳ Τιβ Κλ Λυσιάδου δᾳδ̣ Τιβ Κλ Λεωνίδου δδούχου συνκλητικῶν ἀνε ἐννεακαιδέκατο διὰ βίου διπλῷ τῷ π λογιστὴν κατὰ πε Ἐπιδαυρίοις Χαιρω Κορωνεῦσι Θηβαί̣ τῆς τε ἄλλης ἀρετῆς ἕ
621,"upper molding.1
            
               ἀγαθῆι v τύχηι
          
          
            
              shaft.2
            
                            τοῖν Θεοῖν
          
          
            
              
            
            τὴν ἀφ’ ἑστίας μύστιν Ποπλίαν
          
          
            
              
            
            Αἰλίαν Ἑρεννίαν v Πο(πλίου) Αἰλίου Ἀπολ-
          
          
            
              5
            
            λωνίου θυγατέρα v ἄρξαντος τὴν
          
          
            
              
            
            ἐπώνυμον ἀρχὴν καὶ ἄρξαντος
          
          
            
              
            
            τὴν τοῦ βασιλέως ἀρχὴν v καὶ
          
          
            
              
            
            στρατηγήσαντος ἐπὶ τοὺς ❦
          
          
            
              
            
            ὁπλείτας καὶ ἐπιμελησαμένου
          
          
            
              10
            
            τῆς γυμνασιαρχίας καὶ κηρυ-
          
          
            
              
            
            κεύσαντος τῆς ἐξ Ἀρείου πά-
          
          
            
              
            
            γου βουλῆς v ἡ μήτηρ Ποπλία
          
          
            
              
            
            Αἰλία Ἑρεννία τὴν ἀπὸ Κόνωνος
          
          
            
              
            
            καὶ Καλλιμάχου παρὰ τὸν πρό-
          
          
            
              15
            
            θειον Πό(πλιον) Αἴλ(ιον) Διονύσιον τὸν δᾳ-
          
          
            
              
            
                         δουχήσαντα.",ἀγαθῆι τύχηι τοῖν Θεοῖν τὴν ἀφ’ ἑστίας μύστιν Ποπλίαν Αἰλίαν Ἑρεννίαν Ποπλίου Αἰλίου Ἀπολ λωνίου θυγατέρα ἄρξαντος τὴν ἐπώνυμον ἀρχὴν καὶ ἄρξαντος τὴν τοῦ βασιλέως ἀρχὴν καὶ στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας καὶ ἐπιμελησαμένου τῆς γυμνασιαρχίας καὶ κηρυ κεύσαντος τῆς ἐξ Ἀρείου πά γου βουλῆς ἡ μήτηρ Ποπλία Αἰλία Ἑρεννία τὴν ἀπὸ Κόνωνος καὶ Καλλιμάχου παρὰ τὸν πρό θειον Πόπλιον Αἴλιον Διονύσιον τὸν δᾳ δουχήσαντα,ἀγαθῆι τύχηι τοῖν Θεοῖν τὴν ἀφ’ ἑστίας μύστιν Ποπλίαν Αἰλίαν Ἑρεννίαν Πο Αἰλίου Ἀπολ λωνίου θυγατέρα ἄρξαντος τὴν ἐπώνυμον ἀρχὴν καὶ ἄρξαντος τὴν τοῦ βασιλέως ἀρχὴν καὶ στρατηγήσαντος ἐπὶ τοὺς ὁπλείτας καὶ ἐπιμελησαμένου τῆς γυμνασιαρχίας καὶ κηρυ κεύσαντος τῆς ἐξ Ἀρείου πά γου βουλῆς ἡ μήτηρ Ποπλία Αἰλία Ἑρεννία τὴν ἀπὸ Κόνωνος καὶ Καλλιμάχου παρὰ τὸν πρό θειον Πό Αἴλ Διονύσιον τὸν δᾳ δουχήσαντα
620,"1
            
            [— — — — — ἡ] π̣όλις κα̣[ὶ — — — —]
          
          
            
              
            
            [— — Ῥ]ωμαίων τουΙ̣ Ι̣[․]#⁷[— — —]
          
          
            
              
            
            [— — — —] καὶ Ι̣[— — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — —]",ἡ π̣όλις κα̣ὶ Ῥωμαίων τουΙ̣ Ι̣ καὶ Ι̣,π̣όλις κα̣ ωμαίων τουΙ̣ Ι̣ καὶ Ι̣
619,"frg. ca
            
            [— — — — — — — — — — — — — — — — — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — θυγά]τηρ καὶ #⁷[— — — — — — —]σιω[․․]#⁷#⁷[— — — — — — — —]
          
          
            
              
            
            [— — — — —]#⁷Λ̣[․․]Σ̣[— — καὶ τὸ πρὸς α]ὐτῷ βαλανεῖον ἀ[νέθηκαν — — —]
          
          
            
              
            
            [— — — — — — — — — — — ἐπὶ ἱερείας Πολιά]δ̣ος Ἀθηνᾶς Ε[— — — — — —]
          
          
            
              
            
             
          
          
            
              frg. b
            
            [— — — — — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — ἀναλ]ώμα[σιν οἰκείοις — — — — —]
          
          
            
              
            
            [— — — — —]ιμοτ[— — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — — — —]
          
          
            
              
            
             
          
          
            
              frg. d
            
            [— — — — — — — — — — — — — — — — —]
          
          
            
              3
            
            [— — — — — —]ουσι[— — — — — — — — —]
          
          
            
              
            
                                       vac.
          
          
            
              
            
             
          
          
            
              frg. e
            
            [— — — — — — — — — — — — — — — — —]
          
          
            
              3
            
            [— — — — — —]ευσα[— — — — — — — — —]
          
          
            
              
            
                                       vac.
          
          
            
              
            
             
          
          
            
              frg. f
            
            [— — — — — — — — — — — —]
          
          
            
              2
            
            [— — — —] Καίσαρ̣[ι — — — —]
          
          
            
              
            
                                vac. Τ̣[— — — — —]
          
          
            
              
            
             
          
          
            
              frg. g
            
            [— — — — — — — — — — — —]
          
          
            
              3
            
            [— — — —]Ι̣ Ι̣Ω#⁷#⁷[— — — — —]
          
          
            
              
            
            [— — —] vacat ΕΓ̣[— — — — — —]",θυγάτηρ καὶ σιω Λ̣Σ̣ καὶ τὸ πρὸς αὐτῷ βαλανεῖον ἀνέθηκαν ἐπὶ ἱερείας Πολιάδ̣ος Ἀθηνᾶς Ε ἀναλώμασιν οἰκείοις ιμοτ ουσι ευσα Καίσαρ̣ι Τ̣ Ι̣ Ι̣Ω ΕΓ̣,τηρ καὶ σιω Λ̣Σ̣ὐτῷ βαλανεῖον ἀ δ̣ος Ἀθηνᾶς Ε ώμα ιμοτ ουσι ευσα Καίσαρ̣ Τ̣ Ι̣ Ι̣Ω ΕΓ̣
618,"frg. a
            
            [— — — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — —]Ο̣Σ̣[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ΩΝΙ̣[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ΝΤΩΙ̣[— — — — — —]
          
          
            
              
            
            [— — — — — —]ΟΣΑΝ[— — — — — —]
          
          
            
              5
            
            [— — — — — —]Ο ΑΤ[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ΙΑΓ̣[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ỊΣΕ[— — — — — — —]
          
          
            
              
            
            [— — — — — —]Μ[— — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — —]
          
          
            
              
            
             
          
          
            
              frg. b
            
            [— — — — — — — — — — — — — — —]
          
          
            
              
            
            [— — — — — —]ΝΟ̣[— — — — — — — —]
          
          
            
              
            
            [— — — — — —]ΝΤΙΩ[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ΕΟΓ̣[— — — — — — —]
          
          
            
              
            
            [— — — — — —]Α̣ΝΕ[— — — — — — —]
          
          
            
              5
            
            [— — — — — —]ΟΥΚ[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ο̣χρον̣[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ΝΤΙ[— — — — — — — —]
          
          
            
              
            
            [— — — — — —]ΗΣΤ[— — — — — — —]
          
          
            
              
            
            [— — — — — —]Ι̣[— — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — — — — — —]",Ο̣Σ̣ ΩΝΙ̣ ΝΤΩΙ̣ ΟΣΑΝ Ο ΑΤ ΙΑΓ̣ ỊΣΕ Μ ΝΟ̣ ΝΤΙΩ ΕΟΓ̣ Α̣ΝΕ ΟΥΚ ο̣χρον̣ ΝΤΙ ΗΣΤ Ι̣,Ο̣Σ̣ ΩΝΙ̣ ΝΤΩΙ̣ ΟΣΑΝ Ο ΑΤ ΙΑΓ̣ ỊΣΕ Μ ΝΟ̣ ΝΤΙΩ ΕΟΓ̣ Α̣ΝΕ ΟΥΚ ο̣χρον̣ ΝΤΙ ΗΣΤ Ι̣
617,"[— — — — — — — — — — —]
          
          
            
              
            
            ΙΑ[— — — — — — — — — —]
          
          
            
              
            
            ΣΥΛΛ̣[— — — — — — — — —]
          
          
            
              
            
            ΛΑΗΙ̣[— — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — — —]",ΙΑ ΣΥΛΛ̣ ΛΑΗΙ̣,ΙΑ ΣΥΛΛ̣ ΛΑΗΙ̣
616,"[— — — — — — — — — —]
          
          
            
              
            
            [— — — — — — — — — —]ν
          
          
            
              
            
            [— — — — — — — — — —]ου
          
          
            
              
            
            [— — — — — — — — —τ]ηρ
          
          
            
              
            
            [— — — — — — — — — —]",ν ου τηρ,ν ου ηρ
615,"[— — — — — — —]
          
          
            
              
            
            [— — — — — —]ỊΣ
          
          
            
              
            
            [— — — — — —]ΥΣ
          
          
            
              
            
            [— — — — —] Εὐμο-
          
          
            
              
            
            [λπιδ— — — —] vacat",ỊΣ ΥΣ Εὐμο λπιδ,ỊΣ ΥΣ Εὐμο
614,"[— — — — — — — — — — — —]
          
          
            
              
            
            [— — — —]Ι̣Ι̣[— — — — — — —]
          
          
            
              
            
            [— — — —] ἑαυ[τ— — — — — —]
          
          
            
              
            
            [— — — —] Α̣ἰλ[— — — — — —]
          
          
            
              
            
            [— — — —]Ν[— — — — — — —]
          
          
            
              5
            
            [— — — —]Υ[— — — — — — —]
          
          
            
              
            
            [— — — —] ❦ [— — — — — —]
          
          
            
              
            
                               vacat",Ι̣Ι̣ ἑαυτ Α̣ἰλ Ν Υ,Ι̣Ι̣ ἑαυ Α̣ἰλ Ν Υ
